,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
1,Don Ackerman,1954,1954,1,28,220,14,63,,,15,28,,15,23,,,,43,43,.222,,.536,7.9,1.5,0.5,0.8,ackerdo01
2,Quincy Acy,2015,2015,1,68,1287,152,331,18,60,76,97,79,301,68,27,22,60,147,398,.459,.300,.784,18.9,5.9,4.4,1.0,acyqu01
3,Arron Afflalo,2016,2016,1,71,2371,354,799,91,238,110,131,23,266,144,25,10,82,142,909,.443,.382,.840,33.4,12.8,3.7,2.0,afflaar01
4,Henry Akin,1967,1967,1,50,453,83,230,,,26,37,,120,25,,,,82,192,.361,,.703,9.1,3.8,2.4,0.5,akinhe01
5,Cole Aldrich,2014,2015,2,107,1306,177,362,0,0,76,94,138,467,89,45,95,77,162,430,.489,,.809,12.2,4.0,4.4,0.8,aldrico01
6,Kadeem Allen,2019,2020,2,29,533,84,185,22,52,49,65,10,60,97,21,6,34,53,239,.454,.423,.754,18.4,8.2,2.1,3.3,allenka01
7,Lou Amundson,2015,2016,2,70,1062,124,296,0,1,52,109,112,297,77,27,59,72,159,300,.419,.000,.477,15.2,4.3,4.2,1.1,amundlo01
8,Bob Anderegg,1960,1960,1,33,373,55,143,,,23,42,,69,29,,,,32,133,.385,,.548,11.3,4.0,2.1,0.9,anderbo01
9,Eric Anderson,1993,1994,2,27,83,12,35,2,2,16,27,12,31,5,3,2,7,23,42,.343,1.000,.593,3.1,1.6,1.1,0.2,anderer01
10,Shandon Anderson,2002,2005,4,245,5321,635,1476,127,410,336,458,175,726,285,189,52,330,495,1733,.430,.310,.734,21.7,7.1,3.0,1.2,andersh01
11,Willie Anderson,1996,1996,1,27,496,56,133,5,25,19,31,13,60,48,17,8,24,59,136,.421,.200,.613,18.4,5.0,2.2,1.8,anderwi01
12,Don Anielak,1955,1955,1,1,10,0,4,,,3,4,,2,0,,,,0,3,.000,,.750,10.0,3.0,2.0,0.0,anieldo01
13,Thanasis Antetokounmpo,2016,2016,1,2,6,3,4,0,1,0,0,0,1,0,0,0,0,2,6,.750,.000,,3.0,3.0,0.5,0.0,antetth01
14,Carmelo Anthony,2011,2017,7,412,14813,3627,8195,762,2067,2170,2613,640,2865,1328,396,211,999,1140,10186,.443,.369,.830,36.0,24.7,7.0,3.2,anthoca01
15,Greg Anthony,1992,1995,4,293,6146,688,1718,116,400,414,561,125,559,1237,336,41,386,573,1906,.400,.290,.738,21.0,6.5,1.9,4.2,anthogr01
16,Ryan Arcidiacono,2022,2023,2,21,102,7,17,5,12,0,0,0,12,6,3,0,4,8,19,.412,.417,,4.9,0.9,0.6,0.3,arcidry01
17,Trevor Ariza,2005,2006,2,116,2091,233,535,4,16,163,251,138,379,131,113,27,119,228,633,.436,.250,.649,18.0,5.5,3.3,1.1,arizatr01
18,Dick Atha,1956,1956,1,25,288,36,88,,,21,27,,42,32,,,,39,93,.409,,.778,11.5,3.7,1.7,1.3,athadi01
19,Jim Baechtold,1954,1957,4,257,6363,875,2255,,,712,895,,790,531,,,,592,2462,.388,,.796,24.8,9.6,3.1,2.1,baechji01
20,James Bailey,1985,1986,2,122,2542,358,792,0,5,202,275,224,678,89,63,90,199,493,918,.452,.000,.735,20.8,7.5,5.6,0.7,baileja01
21,Ron Baker,2017,2019,3,92,1349,106,292,35,128,53,75,18,135,167,65,14,77,123,300,.363,.273,.707,14.7,3.3,1.5,1.8,bakerro01
22,Vin Baker,2004,2005,2,41,504,53,137,1,3,39,60,53,107,21,9,13,40,93,146,.387,.333,.650,12.3,3.6,2.6,0.5,bakervi01
23,Renaldo Balkman,2007,2012,4,150,2149,247,497,9,50,100,196,187,539,89,106,77,93,296,603,.497,.180,.510,14.3,4.0,3.6,0.6,balkmre01
24,Ken Bannister,1985,1986,2,145,2809,444,924,0,1,222,441,197,652,81,80,64,270,487,1110,.481,.000,.503,19.4,7.7,4.5,0.6,bannike01
25,Andrea Bargnani,2014,2015,2,71,2042,386,863,45,149,171,209,101,349,91,16,79,100,153,988,.447,.302,.818,28.8,13.9,4.9,1.3,bargnan01
26,Tom Barker,1979,1979,1,22,329,44,102,,,14,20,31,83,9,6,7,20,45,102,.431,,.700,15.0,4.6,3.8,0.4,barketo01
27,Jim Barnes,1965,1966,2,82,2849,494,1160,,,281,421,,801,102,,,,345,1269,.426,,.667,34.7,15.5,9.8,1.2,barneji01
28,Matt Barnes,2006,2006,1,6,93,11,30,1,4,3,4,7,24,6,4,0,6,8,26,.367,.250,.750,15.5,4.3,4.0,1.0,barnema02
29,Dick Barnett,1966,1974,9,604,18442,3742,8065,,,1958,2594,1,1682,1730,1,0,,1616,9442,.464,,.755,30.5,15.6,2.8,2.9,barnedi01
30,Jim Barnett,1975,1976,2,99,1564,234,543,,,133,164,63,139,129,36,3,,137,601,.431,,.811,15.8,6.1,1.4,1.3,barneji02
31,RJ Barrett,2020,2023,4,271,9107,1756,4157,446,1300,942,1328,244,1469,769,182,68,578,631,4900,.422,.343,.709,33.6,18.1,5.4,2.8,barrerj01
32,Earl Barron,2010,2013,2,8,269,35,82,0,0,23,31,37,95,10,4,5,12,25,93,.427,,.742,33.6,11.6,11.9,1.3,barroea01
33,Ed Bartels,1950,1950,1,2,,1,4,,,2,3,,,0,,,,2,4,.250,,.667,,2.0,,0.0,barteed01
34,Butch Beard,1976,1979,4,216,4595,660,1339,,,321,424,216,704,675,252,14,164,531,1641,.493,,.757,21.3,7.6,3.3,3.1,beardbu01
35,Michael Beasley,2018,2018,1,74,1653,409,807,34,86,124,159,97,414,123,36,43,143,145,976,.507,.395,.780,22.3,13.2,5.6,1.7,beaslmi01
36,Ron Behagen,1979,1979,1,5,38,5,12,,,2,2,2,11,2,2,0,4,8,12,.417,,1.000,7.6,2.4,2.2,0.4,behagro01
37,Dennis Bell,1974,1976,3,63,545,76,203,,,23,43,52,119,28,28,10,,65,175,.374,,.535,8.7,2.8,1.9,0.4,bellde01
38,Whitey Bell,1960,1961,2,36,494,77,203,,,29,46,,94,56,,,,66,183,.379,,.630,13.7,5.1,2.6,1.6,bellwh01
39,Walt Bellamy,1966,1969,4,268,9925,1919,3679,,,1234,1933,,3562,664,,,,919,5072,.522,,.638,37.0,18.9,13.3,2.5,bellawa01
40,Jonathan Bender,2010,2010,1,25,292,40,100,14,39,24,26,15,52,16,2,17,28,33,118,.400,.359,.923,11.7,4.7,2.1,0.6,bendejo01
41,Gary Bergen,1957,1957,1,6,40,3,11,,,2,2,,8,1,,,,4,8,.273,,1.000,6.7,1.3,1.3,0.2,bergega01
42,Henry Bibby,1973,1975,3,168,2337,467,1070,,,215,270,77,302,260,94,5,,286,1149,.436,,.796,13.9,6.8,1.8,1.5,bibbyhe01
43,Mike Bibby,2012,2012,1,39,557,35,124,27,85,6,8,5,59,80,21,3,20,45,103,.282,.318,.750,14.3,2.6,1.5,2.1,bibbymi01
44,Chauncey Billups,2011,2011,1,21,664,104,258,41,125,119,132,13,65,116,19,2,48,52,368,.403,.328,.902,31.6,17.5,3.1,5.5,billuch01
45,Jerry Bird,1959,1959,1,11,45,12,32,,,1,1,,12,4,,,,7,25,.375,,1.000,4.1,2.3,1.1,0.4,birdje01
46,Rolando Blackman,1993,1994,2,115,2403,400,908,61,157,119,143,46,195,233,47,16,109,229,980,.441,.389,.832,20.9,8.5,1.7,2.0,blackro01
47,George Blaney,1962,1962,1,36,363,54,142,,,9,17,,36,45,,,,34,117,.380,,.529,10.1,3.3,1.0,1.3,blanege01
48,Etdrick Bohannon,2000,2000,1,2,5,0,0,0,0,3,4,1,1,0,0,0,2,1,3,,,.750,2.5,1.5,0.5,0.0,bohanet01
49,Anthony Bonner,1994,1995,2,131,2528,250,481,1,5,94,172,263,606,168,124,36,168,334,595,.520,.200,.547,19.3,4.5,4.6,1.3,bonnean01
50,Bob Boozer,1964,1965,2,129,3791,753,1725,,,486,632,,1022,171,,,,331,1992,.437,,.769,29.4,15.4,7.9,1.3,boozebo01
51,Vince Boryla,1950,1954,5,285,5162,1187,3200,,,813,996,,831,610,,,,922,3187,.371,,.816,32.3,11.2,3.7,2.1,borylvi01
52,Anthony Bowie,1998,1998,1,27,224,32,59,3,4,8,9,9,26,11,6,2,7,25,75,.542,.750,.889,8.3,2.8,1.0,0.4,bowiean01
53,Nate Bowman,1968,1970,3,190,1623,232,595,,,80,155,,590,119,,,,400,544,.390,,.516,8.5,2.9,3.1,0.6,bowmana01
54,Alex Bradley,1982,1982,1,39,331,54,103,0,1,29,48,31,65,11,12,5,28,37,137,.524,.000,.604,8.5,3.5,1.7,0.3,bradlal02
55,Bill Bradley,1968,1977,10,742,22799,3927,8763,,,1363,1623,198,2354,2533,209,65,,2363,9217,.448,,.840,30.7,12.4,3.2,3.4,bradlbi01
56,Carl Braun,1948,1961,12,740,17995,3834,10004,,,2781,3457,,2072,2821,,,,2115,10449,.383,,.804,31.6,14.1,3.6,3.8,braunca01
57,Ignas Brazdeikis,2020,2021,2,13,60,6,23,1,9,6,7,3,7,5,0,1,3,3,19,.261,.111,.857,4.6,1.5,0.5,0.4,brazdig01
58,Pete Brennan,1959,1959,1,16,136,13,43,,,14,25,,31,6,,,,15,40,.302,,.560,8.5,2.5,1.9,0.4,brennpe01
59,Jamison Brewer,2005,2005,1,18,185,11,37,3,15,6,13,6,22,12,8,1,13,11,31,.297,.200,.462,10.3,1.7,1.2,0.7,breweja01
60,Ronnie Brewer,2013,2013,1,46,711,64,175,22,71,16,39,29,100,40,34,6,14,27,166,.366,.310,.410,15.5,3.6,2.2,0.9,brewero02
61,Aud Brindley,1947,1947,1,12,,14,49,,,6,7,,,1,,,,16,34,.286,,.857,,2.8,,0.1,brindau01
62,Scott Brooks,1997,1997,1,38,251,19,39,5,12,14,15,6,18,29,21,0,17,35,57,.487,.417,.933,6.6,1.5,0.5,0.8,brooksc01
63,Derrick Brown,2011,2011,1,8,88,12,18,3,4,7,13,9,15,4,4,2,7,11,34,.667,.750,.538,11.0,4.3,1.9,0.5,brownde04
64,Shannon Brown,2014,2014,1,19,148,16,38,0,0,8,12,6,15,4,12,0,10,12,40,.421,,.667,7.8,2.1,0.8,0.2,brownsh01
65,Jalen Brunson,2023,2023,1,68,2379,587,1195,134,322,325,392,40,241,421,61,15,142,152,1633,.491,.416,.829,35.0,24.0,3.5,6.2,brunsja01
66,Rick Brunson,1999,2001,3,69,450,43,110,2,21,20,42,9,49,75,19,1,51,48,108,.391,.095,.476,6.5,1.6,0.7,1.1,brunsri01
67,Em Bryant,1965,1968,4,288,5086,705,1753,,,294,434,,743,735,,,,831,1704,.402,,.677,17.7,5.9,2.6,2.6,bryanem01
68,Cleveland Buckner,1962,1963,2,68,723,163,377,,,85,137,,240,44,,,,120,411,.432,,.620,10.6,6.0,3.5,0.6,buckncl01
69,Dave Budd,1961,1965,5,353,6389,962,2092,,,581,852,,1623,337,,,,814,2505,.460,,.682,18.1,7.1,4.6,1.0,buddda01
70,Reggie Bullock,2020,2021,2,94,2633,338,785,200,509,67,76,29,291,141,77,14,64,202,943,.431,.393,.882,28.0,10.0,3.1,1.5,bullore01
71,Greg Bunch,1979,1979,1,12,97,9,26,,,10,12,9,17,4,3,3,5,10,28,.346,,.833,8.1,2.3,1.4,0.3,bunchgr01
72,Dick Bunt,1953,1953,1,14,146,12,53,,,17,25,,13,10,,,,18,41,.226,,.680,10.4,2.9,0.9,0.7,buntdi01
73,Ticky Burden,1977,1978,2,63,623,149,354,,,51,85,26,66,63,48,1,0,89,349,.421,,.600,9.9,5.5,1.0,1.0,burdeti01
74,Trey Burke,2018,2019,2,69,1474,341,742,68,191,99,132,28,133,264,45,9,72,76,849,.460,.356,.750,21.4,12.3,1.9,3.8,burketr01
75,Alec Burks,2021,2022,2,130,3573,495,1228,259,635,318,382,68,624,346,116,40,140,317,1567,.403,.408,.832,27.5,12.1,4.8,2.7,burksal01
76,Ed Burton,1962,1962,1,8,28,7,14,,,1,4,,5,1,,,,3,15,.500,,.250,3.5,1.9,0.6,0.1,burtoed01
77,Donnie Butcher,1962,1964,3,141,2090,257,694,,,215,329,,326,255,,,,280,729,.370,,.653,14.8,5.2,2.3,1.8,butchdo01
78,Al Butler,1962,1964,3,204,4836,893,2017,,,406,550,,662,514,,,,459,2192,.443,,.738,23.7,10.7,3.2,2.5,butleal01
79,Greg Butler,1989,1990,2,46,173,23,60,0,3,16,22,12,37,3,1,2,20,36,62,.383,.000,.727,3.8,1.3,0.8,0.1,butlegr01
80,Jackie Butler,2005,2006,2,58,745,121,219,0,0,60,79,67,183,25,18,31,63,127,302,.553,,.759,12.8,5.2,3.2,0.4,butleja01
81,Tommy Byrnes,1947,1949,3,142,,369,1263,,,214,344,,,106,,,,199,952,.292,,.622,,6.7,,0.7,byrneto01
82,José Calderón,2015,2016,2,114,3294,356,809,143,345,71,80,41,353,496,94,7,162,211,926,.440,.414,.888,28.9,8.1,3.1,4.4,caldejo01
83,Jim Caldwell,1968,1968,1,2,7,0,1,,,0,0,,1,1,,,,1,0,.000,,,3.5,0.0,0.5,0.5,caldwji01
84,Marcus Camby,1999,2013,5,221,5877,813,1655,2,11,425,667,585,1839,160,179,390,231,675,2053,.491,.182,.637,26.6,9.3,8.3,0.7,cambyma01
85,Tony Campbell,1993,1994,2,80,1441,257,524,3,8,89,124,87,215,93,54,6,80,209,606,.490,.375,.718,18.0,7.6,2.7,1.2,campbto01
86,Rick Carlisle,1988,1988,1,26,204,29,67,6,17,10,11,6,13,32,11,4,22,39,74,.433,.353,.909,7.8,2.8,0.5,1.2,carliri01
87,Anthony Carter,2011,2011,1,19,310,35,76,8,28,6,6,7,39,43,18,5,25,30,84,.461,.286,1.000,16.3,4.4,2.1,2.3,cartean01
88,Butch Carter,1985,1986,2,74,1310,216,484,11,44,110,135,38,98,170,58,5,115,157,553,.446,.250,.815,17.7,7.5,1.3,2.3,cartebu01
89,Reggie Carter,1981,1982,2,135,1459,178,459,0,3,115,149,65,164,206,58,8,116,192,471,.388,.000,.772,10.8,3.5,1.2,1.5,cartere01
90,Bill Cartwright,1980,1988,8,537,16791,3207,5805,0,2,2592,3308,1112,3838,792,313,543,1261,1751,9006,.552,.000,.784,31.3,16.8,7.1,1.5,cartwbi01
91,Kelvin Cato,2007,2007,1,18,95,7,22,0,0,8,12,12,31,0,3,10,6,10,22,.318,,.667,5.3,1.2,1.7,0.0,catoke01
92,Ron Cavenall,1985,1985,1,53,653,28,86,0,0,22,39,53,166,19,12,42,45,123,78,.326,,.564,12.3,1.5,3.1,0.4,cavenro01
93,Tyson Chandler,2012,2014,3,183,5887,687,1077,0,3,494,728,640,1844,177,134,227,260,519,1868,.638,.000,.679,32.2,10.2,10.1,1.0,chandty01
94,Wilson Chandler,2008,2011,4,233,7499,1301,2868,238,739,430,548,284,1223,427,166,210,341,669,3270,.454,.322,.785,32.2,14.0,5.2,1.8,chandwi01
95,Len Chappell,1964,1966,3,167,3689,776,1788,,,401,579,,1034,124,,,,349,1953,.434,,.693,22.1,11.7,6.2,0.7,chapple01
96,Maurice Cheeks,1990,1991,2,107,2900,333,642,8,27,162,194,33,246,586,170,15,144,170,836,.519,.296,.835,27.1,7.8,2.3,5.5,cheekma01
97,Chris Childs,1997,2001,5,303,7956,713,1710,190,530,367,458,100,771,1380,251,29,571,948,1983,.417,.358,.801,26.3,6.5,2.5,4.6,childch01
98,Fred Christ,1955,1955,1,6,48,5,18,,,10,11,,8,7,,,,3,20,.278,,.909,8.0,3.3,1.3,1.2,chrisfr01
99,Doug Christie,1995,1996,2,35,297,40,95,11,26,17,27,11,47,33,14,4,32,59,108,.421,.423,.630,8.5,3.1,1.3,0.9,chrisdo01
100,Earl Clark,2014,2014,1,9,70,7,21,1,6,8,10,2,16,2,1,6,1,6,23,.333,.167,.800,7.8,2.6,1.8,0.2,clarkea01
101,Jim Cleamons,1978,1980,3,180,4653,556,1174,3,8,223,289,144,456,699,154,30,272,302,1338,.474,,.772,25.9,7.4,2.5,3.9,cleamji01
102,Barry Clemens,1966,1966,1,70,877,161,391,,,54,78,,183,67,,,,113,376,.412,,.692,12.5,5.4,2.6,1.0,clemeba01
103,Nat Clifton,1951,1957,7,476,12934,1865,5169,,,1189,1875,,4066,1291,,,,1638,4919,.361,,.634,31.5,10.3,8.5,2.7,cliftna01
104,Bob Cluggish,1947,1947,1,54,,93,356,,,52,91,,,22,,,,113,238,.261,,.571,,4.4,,0.4,cluggbo01
105,Fred Cofield,1986,1986,1,45,469,75,184,3,15,12,20,6,46,82,20,3,49,65,165,.408,.200,.600,10.4,3.7,1.0,1.8,cofiefr01
106,Mardy Collins,2007,2009,3,107,1486,152,426,21,82,75,129,49,187,182,58,11,118,138,400,.357,.256,.581,13.9,3.7,1.7,1.7,collima01
107,Joe Colone,1949,1949,1,15,,35,113,,,13,19,,,9,,,,25,83,.310,,.684,,5.5,,0.6,colonjo01
108,Gene Conley,1963,1964,2,116,2095,328,840,,,166,251,,625,91,,,,387,822,.390,,.661,18.1,7.1,5.4,0.8,conlege01
109,Bert Cook,1955,1955,1,37,424,42,133,,,34,50,,72,33,,,,39,118,.316,,.680,11.5,3.2,1.9,0.9,cookbe01
110,Chris Copeland,2013,2013,1,56,862,182,380,59,140,63,83,34,119,27,16,12,50,104,486,.479,.421,.759,15.4,8.7,2.1,0.5,copelch01
111,Hollis Copeland,1980,1982,2,93,1260,198,406,0,2,68,92,73,161,89,65,27,88,173,464,.488,.000,.739,13.5,5.0,1.7,1.0,copelho01
112,Freddie Crawford,1967,1968,2,50,618,109,293,,,61,97,,131,58,,,,106,279,.372,,.629,12.4,5.6,2.6,1.2,crawffr01
113,Jamal Crawford,2005,2009,5,299,11023,1800,4422,600,1698,1069,1272,152,864,1308,326,59,703,556,5269,.407,.353,.840,36.9,17.6,2.9,4.4,crawfja01
114,Joe Crawford,2009,2009,1,2,23,3,10,1,4,2,2,1,4,1,1,0,0,2,9,.300,.250,1.000,11.5,4.5,2.0,0.5,crawfjo01
115,Pat Cummings,1985,1988,4,205,5078,917,1894,0,7,412,556,436,1345,231,123,46,403,671,2246,.484,.000,.741,24.8,11.0,6.6,1.1,cummipa01
116,Terry Cummings,1998,1998,1,30,529,103,216,0,0,28,40,42,135,26,16,5,34,79,234,.477,,.700,17.6,7.8,4.5,0.9,cummite01
117,Eddy Curry,2006,2010,5,222,6318,1228,2180,1,1,910,1465,455,1295,119,76,126,615,679,3367,.563,1.000,.621,28.5,15.2,5.8,0.5,curryed01
118,Samuel Dalembert,2015,2015,1,32,544,57,130,0,0,14,20,53,168,29,14,41,39,70,128,.438,,.700,17.0,4.0,5.3,0.9,dalemsa01
119,Jesse Dark,1975,1975,1,47,401,74,157,,,22,40,15,37,30,3,1,,48,170,.471,,.550,8.5,3.6,0.8,0.6,darkje01
120,Antonio Davis,2006,2006,1,36,749,68,159,0,1,45,61,75,172,14,20,9,43,99,181,.428,.000,.738,20.8,5.0,4.8,0.4,davisan01
121,Baron Davis,2012,2012,1,29,595,68,184,26,85,16,24,13,56,135,34,3,76,61,178,.370,.306,.667,20.5,6.1,1.9,4.7,davisba01
122,Ben Davis,1998,1999,2,15,34,9,27,0,0,3,6,15,17,3,1,0,1,7,21,.333,,.500,2.3,1.4,1.1,0.2,davisbe01
123,Hubert Davis,1993,1996,4,262,5618,919,1939,317,706,337,406,101,356,501,128,27,271,455,2492,.474,.449,.830,21.4,9.5,1.4,1.9,davishu01
124,Mel Davis,1974,1977,4,156,1820,304,793,,,104,146,160,623,117,44,18,,242,712,.383,,.712,11.7,4.6,4.0,0.8,davisme01
125,Mike Davis,1983,1983,1,8,28,4,10,0,0,6,10,3,10,0,0,4,0,4,14,.400,,.600,3.5,1.8,1.3,0.0,davismi03
126,Dave DeBusschere,1969,1974,6,435,15967,2939,6696,,,1079,1508,134,4671,1345,67,39,,1316,6957,.439,,.716,36.7,16.0,10.7,3.1,debusda01
127,Larry Demic,1980,1982,3,206,3192,397,865,0,3,182,314,338,805,106,72,49,252,524,976,.459,.000,.580,15.5,4.7,3.9,0.5,demicla01
128,Dave Deutsch,1967,1967,1,19,93,6,36,,,9,20,,21,15,,,,17,21,.167,,.450,4.9,1.1,1.1,0.8,deutsda01
129,Michael Doleac,2003,2004,2,121,1726,246,568,0,0,67,82,125,408,72,33,46,86,234,559,.433,,.817,14.3,4.6,3.4,0.6,doleami01
130,James Donaldson,1992,1992,1,14,81,5,18,0,0,2,2,2,19,2,0,5,7,17,12,.278,,1.000,5.8,0.9,1.4,0.1,donalja01
131,Billy Donovan,1988,1988,1,44,364,44,109,0,7,17,21,5,25,87,16,1,42,33,105,.404,.000,.810,8.3,2.4,0.6,2.0,donovbi01
132,Harry Donovan,1950,1950,1,45,,90,275,,,73,106,,,38,,,,107,253,.327,,.689,,5.6,,0.8,donovha01
133,Damyean Dotson,2018,2022,4,167,3335,484,1153,207,574,111,154,53,439,224,93,16,109,213,1286,.420,.361,.721,20.0,7.7,2.6,1.3,dotsoda01
134,Toney Douglas,2010,2012,3,175,3714,587,1436,238,675,162,201,121,424,433,160,8,200,348,1574,.409,.353,.806,21.2,9.0,2.4,2.5,douglto01
135,Chris Dudley,1998,2000,3,144,2002,129,319,0,0,69,159,250,604,33,33,110,86,350,327,.404,,.434,13.9,2.3,4.2,0.2,dudlech02
136,Bob Duffy,1964,1964,1,4,50,5,19,,,6,8,,6,5,,,,0,16,.263,,.750,12.5,4.0,1.5,1.3,duffybo02
137,Chris Duhon,2009,2010,2,146,4978,455,1132,217,583,247,304,73,424,944,131,10,331,209,1374,.402,.372,.813,34.1,9.4,2.9,6.5,duhonch01
138,Walter Dukes,1956,1956,1,60,1290,149,370,,,167,236,,443,39,,,,211,465,.403,,.708,21.5,7.8,7.4,0.7,dukeswa01
139,Cleanthony Early,2015,2016,2,56,801,88,254,26,99,39,52,26,123,42,26,15,49,73,241,.346,.263,.750,14.3,4.3,2.2,0.8,earlycl01
140,Patrick Eddie,1992,1992,1,4,13,2,9,0,0,0,0,0,1,0,0,0,0,3,4,.222,,,3.3,1.0,0.3,0.0,eddiepa01
141,Johnny Egan,1964,1966,3,123,3210,492,1047,,,305,384,,274,508,,,,247,1289,.470,,.794,26.1,10.5,2.2,4.1,eganjo01
142,Howard Eisley,2002,2004,3,154,3582,401,1005,173,480,160,190,40,301,700,125,15,252,362,1135,.399,.360,.842,23.3,7.4,2.0,4.5,eisleho01
143,Ray Ellefson,1951,1951,1,3,,0,4,,,4,4,,8,0,,,,6,4,.000,,1.000,,1.3,2.7,0.0,ellefra01
144,Henry Ellenson,2019,2019,1,17,234,35,85,15,34,17,23,5,57,15,7,2,9,25,102,.412,.441,.739,13.8,6.0,3.4,0.9,ellenhe01
145,Wayne Ellington,2020,2020,1,36,558,61,174,50,143,11,13,4,65,44,13,4,18,41,183,.351,.350,.846,15.5,5.1,1.8,1.2,ellinwa01
146,Len Elmore,1984,1984,1,65,832,64,157,0,0,27,38,62,165,30,29,30,46,153,155,.408,,.711,12.8,2.4,2.5,0.5,elmorle01
147,Patrick Ewing,1986,2000,15,1039,37586,9260,18224,19,122,5126,6904,2568,10759,2088,1061,2758,3321,3676,23665,.508,.156,.742,36.2,22.8,10.4,2.0,ewingpa01
148,Mike Farmer,1959,1961,3,141,3087,388,1067,,,153,182,,702,123,,,,284,929,.364,,.841,21.9,6.6,5.0,0.9,farmemi01
149,Ray Felix,1955,1960,6,376,8831,1531,3691,,,1437,2081,,3426,253,,,,1465,4499,.415,,.691,23.5,12.0,9.1,0.7,felixra01
150,Raymond Felton,2011,2014,3,187,6404,956,2291,243,721,346,431,145,585,1225,269,52,460,400,2501,.417,.337,.803,34.2,13.4,3.1,6.6,feltora01
151,Eric Fernsten,1984,1984,1,32,402,29,52,0,0,25,34,29,86,11,16,8,19,49,83,.558,,.735,12.6,2.6,2.7,0.3,fernser01
152,Landry Fields,2011,2012,2,148,4435,535,1115,117,340,190,284,164,799,324,159,34,209,213,1377,.480,.344,.669,30.0,9.3,5.4,2.2,fieldla01
153,Greg Fillmore,1971,1972,2,49,338,52,129,,,14,30,,108,20,,,,97,118,.403,,.467,6.9,2.4,2.2,0.4,fillmgr01
154,Matt Fish,1996,1996,1,2,17,6,10,0,0,0,1,3,3,1,0,1,0,3,12,.600,,.000,8.5,6.0,1.5,0.5,fishma01
155,Bob Fitzgerald,1947,1947,1,29,,23,121,,,36,60,,,9,,,,67,82,.190,,.600,,2.8,,0.3,fitzgbo01
156,Larry Fogle,1976,1976,1,2,14,1,5,,,0,0,1,3,0,1,0,,4,2,.200,,,7.0,1.0,1.5,0.0,foglela01
157,Jack Foley,1963,1963,1,6,37,7,25,,,7,7,,9,5,,,,5,21,.280,,1.000,6.2,3.5,1.5,0.8,foleyja01
158,Evan Fournier,2022,2023,2,107,2817,458,1131,276,733,98,134,38,259,207,95,23,127,226,1290,.405,.377,.731,26.3,12.1,2.4,1.9,fournev01
159,Steve Francis,2006,2007,2,68,1896,224,533,49,124,258,320,47,228,253,64,18,158,188,755,.420,.395,.806,27.9,11.1,3.4,3.7,francst01
160,Walt Frazier,1968,1977,10,759,28995,5736,11669,,,3145,4017,341,4598,4791,589,47,,2032,14617,.492,,.783,38.2,19.3,6.1,6.3,fraziwa01
161,Jimmer Fredette,2016,2016,1,2,5,1,1,1,1,4,5,0,0,0,0,0,1,1,7,1.000,1.000,.800,2.5,3.5,0.0,0.0,fredeji01
162,Enes Freedom,2018,2019,2,115,2958,673,1181,7,24,261,313,444,1241,189,54,54,201,293,1614,.570,.292,.834,25.7,14.0,10.8,1.6,kanteen01
163,Frido Frey,1947,1947,1,23,,28,97,,,32,56,,,14,,,,37,88,.289,,.571,,3.8,,0.6,freyfr01
164,Larry Friend,1958,1958,1,44,569,74,226,,,27,41,,106,47,,,,54,175,.327,,.659,12.9,4.0,2.4,1.1,frienla01
165,Channing Frye,2006,2007,2,137,3468,603,1329,6,27,274,337,229,769,120,66,89,197,416,1486,.454,.222,.813,25.3,10.8,5.6,0.9,fryech01
166,Dan Gadzuric,2012,2012,1,2,13,0,2,0,0,0,2,1,5,0,1,1,1,4,0,.000,,.000,6.5,0.0,2.5,0.0,gadzuda01
167,Corey Gaines,1994,1994,1,18,78,9,20,2,5,13,15,3,13,30,2,0,5,12,33,.450,.400,.867,4.3,1.8,0.7,1.7,gaineco01
168,Harry Gallatin,1949,1957,9,610,13823,2470,6159,,,2831,3669,,5935,1122,,,,1869,7771,.401,,.772,32.6,12.7,12.1,1.8,gallaha01
169,Danilo Gallinari,2009,2011,3,157,4830,659,1561,301,799,536,624,126,682,232,127,80,183,356,2155,.422,.377,.859,30.8,13.7,4.3,1.5,gallida01
170,Langston Galloway,2015,2016,2,127,3490,435,1099,139,400,149,192,80,478,357,129,34,122,306,1158,.396,.348,.776,27.5,9.1,3.8,2.8,gallola01
171,Dick Garmaker,1960,1961,2,97,2983,540,1233,,,361,458,,401,293,,,,300,1441,.438,,.788,30.8,14.9,4.1,3.0,garmadi01
172,Billy Garrett,2019,2019,1,4,63,11,27,0,8,4,4,0,3,7,1,1,2,3,26,.407,.000,1.000,15.8,6.5,0.8,1.8,garrebi01
173,Dick Garrett,1974,1974,1,25,239,32,91,,,10,13,10,26,14,7,1,,41,74,.352,,.769,9.6,3.0,1.0,0.6,garredi01
174,Jack George,1959,1961,3,110,2366,343,916,,,217,283,,311,334,,,,236,903,.374,,.767,21.5,8.2,2.8,3.0,georgja01
