,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
327,Terry Taylor,2022,2023,2,59,942,165,285,16,56,41,58,117,211,51,17,13,32,85,387,.579,.286,.707,16.0,6.6,3.6,0.9,taylote01
328,Jeff Teague,2017,2017,1,82,2657,402,909,90,252,360,415,33,330,639,100,32,216,165,1254,.442,.357,.867,32.4,15.3,4.0,7.8,teaguje01
329,Tom Thacker,1969,1971,3,96,1454,116,346,10,44,57,101,129,300,244,,,149,246,299,.335,.227,.564,15.1,3.1,3.1,2.5,thackto01
330,Daniel Theis,2023,2023,1,7,109,21,44,2,11,5,12,7,22,9,2,6,3,7,49,.477,.182,.417,15.6,7.0,3.1,1.3,theisda01
331,Jim Thomas,1984,1985,2,152,3278,534,1129,9,53,263,344,133,410,364,136,11,200,310,1340,.473,.170,.765,21.6,8.8,2.7,2.4,thomaji01
332,Jack Thompson,1969,1969,1,2,4,1,3,0,1,0,0,1,1,2,,,2,0,2,.333,.000,,2.0,1.0,0.5,1.0,thompja01
333,LaSalle Thompson,1989,1997,8,417,7924,1016,2120,2,13,374,491,642,2250,462,270,249,583,1196,2408,.479,.154,.762,19.0,5.8,5.4,1.1,thompla01
334,Tristan Thompson,2022,2022,1,4,66,13,24,0,0,3,8,7,18,2,0,2,4,7,29,.542,,.375,16.5,7.3,4.5,0.5,thomptr01
335,Jamaal Tinsley,2002,2008,7,398,12016,1560,3946,340,1108,684,959,309,1368,2786,660,128,1145,1076,4144,.395,.307,.713,30.2,10.4,3.4,7.0,tinslja01
336,Wayman Tisdale,1986,1989,4,289,8140,1770,3456,0,10,862,1162,675,1860,374,171,136,579,1038,4402,.512,.000,.742,28.2,15.2,6.4,1.3,tisdawa01
337,Sedric Toney,1989,1989,1,2,9,1,5,0,3,0,1,1,2,0,0,0,2,1,2,.200,.000,.000,4.5,1.0,1.0,0.0,toneyse01
338,Raymond Townsend,1982,1982,1,14,95,11,41,2,9,11,20,2,13,10,3,0,6,18,35,.268,.222,.550,6.8,2.5,0.9,0.7,townsra01
339,Evan Turner,2014,2014,1,27,571,78,190,12,24,24,34,12,86,64,11,2,34,48,192,.411,.500,.706,21.1,7.1,3.2,2.4,turneev01
340,Myles Turner,2016,2023,8,493,14204,2470,4963,484,1370,1174,1523,703,3345,602,347,1124,677,1466,6598,.498,.353,.771,28.8,13.4,6.8,1.2,turnemy01
341,Pete Verhoeven,1987,1987,1,5,44,5,14,0,0,0,0,2,7,2,2,1,0,11,10,.357,,,8.8,2.0,1.4,0.4,verhope01
342,Phil Wagner,1969,1969,1,12,180,11,41,1,4,13,17,8,23,14,,,18,28,36,.268,.250,.765,15.0,3.0,1.9,1.2,wagneph01
343,Granville Waiters,1984,1985,2,140,1743,208,428,0,2,60,101,121,397,90,40,129,120,271,476,.486,.000,.594,12.5,3.4,2.8,0.6,waitegr01
344,Samaki Walker,2006,2006,1,7,22,0,2,0,0,2,2,0,3,0,0,1,2,7,2,.000,,1.000,3.1,0.3,0.4,0.0,walkesa01
345,Brad Wanamaker,2022,2022,1,22,293,26,72,4,17,20,22,6,35,48,5,6,23,42,76,.361,.235,.909,13.3,3.5,1.6,2.2,wanambr01
346,T.J. Warren,2020,2021,2,71,2319,561,1048,91,233,175,214,70,294,104,80,34,88,203,1388,.535,.391,.818,32.7,19.5,4.1,1.5,warretj01
347,Bryan Warrick,1986,1986,1,31,658,81,172,2,10,53,67,10,66,109,25,2,48,76,217,.471,.200,.791,21.2,7.0,2.1,3.5,warribr01
348,Duane Washington Jr.,2022,2022,1,48,968,173,427,81,215,46,61,4,83,85,26,3,57,66,473,.405,.377,.754,20.2,9.9,1.7,1.8,washidu02
349,C.J. Watson,2014,2015,2,120,2615,327,751,123,320,207,255,37,264,315,117,17,160,173,984,.435,.384,.812,21.8,8.2,2.2,2.6,watsocj01
350,Earl Watson,2010,2010,1,79,2322,223,524,53,184,120,169,54,240,399,104,16,175,181,619,.426,.288,.710,29.4,7.8,3.0,5.1,watsoea01
351,David West,2012,2015,4,285,8727,1632,3350,14,63,701,903,491,1987,799,235,237,503,655,3979,.487,.222,.776,30.6,14.0,7.0,2.8,westda01
352,Mark West,1998,1998,1,15,105,10,21,0,0,3,6,6,15,2,2,4,8,15,23,.476,,.500,7.0,1.5,1.0,0.1,westma01
353,Clinton Wheeler,1988,1988,1,59,513,62,132,0,0,25,34,19,40,103,36,2,52,37,149,.470,,.735,8.7,2.5,0.7,1.7,wheelcl01
354,Shayne Whittington,2015,2016,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,.453,.125,.760,5.5,2.5,1.5,0.3,whittsh01
355,Damien Wilkins,2018,2018,1,19,152,13,39,4,18,3,4,5,16,9,2,1,5,7,33,.333,.222,.750,8.0,1.7,0.8,0.5,wilkida02
356,Herb Williams,1982,1989,8,577,18455,3606,7576,4,57,1421,2013,1152,4494,1402,398,1094,1420,1740,8637,.476,.070,.706,32.0,15.0,7.8,2.4,willihe01
357,John Williams,1995,1995,1,34,402,41,115,4,12,14,25,23,62,27,10,2,35,48,100,.357,.333,.560,11.8,2.9,1.8,0.8,willijo02
358,Kenny Williams,1991,1994,4,260,2918,547,1070,0,14,153,225,315,693,161,76,166,136,366,1247,.511,.000,.680,11.2,4.8,2.7,0.6,willike03
359,Micheal Williams,1991,1992,2,152,4456,665,1347,9,40,662,757,122,458,995,383,39,390,464,2001,.494,.225,.875,29.3,13.2,3.0,6.5,willimi02
360,Reggie Williams,1997,1997,1,2,33,2,9,0,1,1,2,1,7,2,0,0,2,5,5,.222,.000,.500,16.5,2.5,3.5,1.0,willire01
361,Shawne Williams,2007,2008,2,111,1523,234,532,62,189,87,126,87,259,81,32,34,82,201,617,.440,.328,.690,13.7,5.6,2.3,0.7,willish03
362,John Williamson,1977,1978,2,72,2504,596,1339,,,232,286,52,194,243,95,7,127,234,1424,.445,,.811,34.8,19.8,2.7,3.4,willijo01
363,Bobby Wilson,1978,1978,1,12,86,14,36,,,2,3,6,12,8,2,1,6,16,30,.389,,.667,7.2,2.5,1.0,0.7,wilsobo03
364,Marv Winkler,1972,1972,1,20,155,15,54,2,4,8,14,7,16,12,,,12,16,40,.278,.500,.571,7.8,2.0,0.8,0.6,winklma01
365,Randy Wittman,1989,1992,4,159,1718,185,389,2,9,22,33,31,126,154,32,10,56,65,394,.476,.222,.667,10.8,2.5,0.8,1.0,wittmra01
366,Haywoode Workman,1994,1997,4,215,3987,408,1008,76,228,202,264,84,446,822,212,13,322,429,1094,.405,.333,.765,18.5,5.1,2.1,3.8,workmha01
367,Metta World Peace,2002,2006,5,193,6744,1115,2599,188,603,771,1057,268,1010,577,431,133,456,617,3189,.429,.312,.729,34.9,16.5,5.2,3.0,artesro01
368,Gabe York,2022,2023,2,5,77,10,28,7,24,5,7,0,8,9,4,1,1,9,32,.357,.292,.714,15.4,6.4,1.6,1.8,yorkga01
369,Joe Young,2016,2018,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,.393,.296,.768,8.5,3.4,1.0,0.9,youngjo01
370,Sam Young,2013,2013,1,56,693,58,148,16,52,23,43,26,123,42,15,8,33,62,155,.392,.308,.535,12.4,2.8,2.2,0.8,youngsa01
371,Thaddeus Young,2017,2019,3,236,7333,1226,2392,154,445,187,313,507,1483,478,371,101,323,504,2793,.513,.346,.597,31.1,11.8,6.3,2.0,youngth01
372,Tony Zeno,1980,1980,1,8,59,6,21,0,0,2,2,3,14,1,4,3,9,13,14,.286,,1.000,7.4,1.8,1.8,0.1,zenoto01
