,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
332,Ade Murkey,2022,2022,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,murkead01
333,Keegan Murray,2023,2023,1,80,2382,354,782,206,501,62,81,89,371,98,61,42,60,162,976,.453,.411,.765,29.8,12.2,4.6,1.2,murrake02
334,Hamady N'Diaye,2014,2014,1,14,74,3,9,0,0,0,1,5,18,3,0,4,3,15,6,.333,,.000,5.3,0.4,1.3,0.2,ndiayha01
335,Boris Nachamkin,1955,1955,1,6,59,6,20,,,8,13,,19,3,,,,6,20,.300,,.615,9.8,3.3,3.2,0.5,nachabo01
336,Bob Nash,1978,1979,2,148,2107,384,826,,,119,155,151,375,117,56,33,129,210,887,.465,,.768,14.2,6.0,2.5,0.8,nashbo01
337,Kenny Natt,1985,1985,1,4,16,0,1,0,0,0,0,1,1,3,1,0,0,1,0,.000,,,4.0,0.0,0.3,0.8,nattke01
338,Ed Nealy,1983,1985,3,175,2828,236,417,0,0,128,193,258,751,130,112,22,96,411,600,.566,,.663,16.2,3.4,4.3,0.7,nealyed01
339,Louie Nelson,1978,1978,1,8,53,3,14,,,9,11,1,3,5,2,1,8,5,15,.214,,.818,6.6,1.9,0.4,0.6,nelsolo01
340,Martin Nessley,1988,1988,1,9,41,2,3,0,0,1,4,3,9,0,1,1,2,11,5,.667,,.250,4.6,0.6,1.0,0.0,nesslma01
341,Andrés Nocioni,2009,2010,2,98,2190,347,839,141,351,116,158,52,361,117,45,43,107,245,951,.414,.402,.734,22.3,9.7,3.7,1.2,nocioan01
342,Paul Noel,1951,1952,2,60,32,51,183,,,34,48,,85,37,,,,67,136,.279,,.708,4.0,2.3,1.4,0.6,noelpa01
343,Bevo Nordmann,1962,1962,1,58,344,51,126,,,29,57,,128,18,,,,81,131,.405,,.509,5.9,2.3,2.2,0.3,nordmbe01
344,Mike Novak,1949,1950,2,65,,125,374,,,73,125,,,116,,,,198,323,.334,,.584,,5.0,,1.8,novakmi01
345,KZ Okpala,2023,2023,1,35,248,16,38,7,21,7,8,7,34,13,7,7,7,39,46,.421,.333,.875,7.1,1.3,1.0,0.4,okpalkz01
346,Mark Olberding,1984,1987,4,319,7596,808,1600,0,7,832,1011,421,1566,792,167,71,555,1009,2448,.505,.000,.823,23.8,7.7,4.9,2.5,olberma01
347,Jawann Oldham,1988,1988,1,54,946,119,250,0,0,59,87,82,304,33,12,110,62,143,297,.476,,.678,17.5,5.5,5.6,0.6,oldhaja01
348,Kevin Ollie,1999,1999,1,7,68,4,13,0,0,4,5,0,6,3,3,1,3,8,12,.308,,.800,9.7,1.7,0.9,0.4,ollieke01
349,Bud Olsen,1963,1966,4,184,2294,355,863,,,204,294,,600,157,,,,363,914,.411,,.694,12.5,5.0,3.3,0.9,olsenbu01
350,Greg Ostertag,2005,2005,1,56,556,37,84,0,2,13,38,55,167,37,7,40,24,88,87,.440,.000,.342,9.9,1.6,3.0,0.7,ostergr01
351,Travis Outlaw,2012,2014,3,140,2009,264,678,71,227,111,150,72,290,85,50,48,65,163,710,.389,.313,.740,14.4,5.1,2.1,0.6,outlatr01
352,Billy Owens,1996,1998,3,166,4937,721,1568,56,154,262,412,353,1099,476,174,79,337,478,1760,.460,.364,.636,29.7,10.6,6.6,2.9,owensbi01
353,Jim Palmer,1959,1960,2,87,2024,327,788,,,217,301,,583,82,,,,276,871,.415,,.721,23.3,10.0,6.7,0.9,palmeji01
354,Georgios Papagiannis,2017,2018,2,38,473,73,143,0,2,12,14,36,122,29,5,23,32,56,158,.510,.000,.857,12.4,4.2,3.2,0.8,papagge01
355,Med Park,1959,1960,2,107,2747,337,859,,,286,386,,451,294,,,,251,960,.392,,.741,25.7,9.0,4.2,2.7,parkme01
356,Jabari Parker,2020,2021,2,9,107,25,43,1,5,8,9,8,29,11,3,2,7,10,59,.581,.200,.889,11.9,6.6,3.2,1.2,parkeja01
357,Jack Parr,1959,1959,1,66,1037,109,307,,,44,73,,278,51,,,,138,262,.355,,.603,15.7,4.0,4.2,0.8,parrja01
358,Patrick Patterson,2013,2014,2,41,971,133,290,25,75,20,30,74,215,45,26,16,35,87,311,.459,.333,.667,23.7,7.6,5.2,1.1,pattepa01
359,Charlie Paulk,1971,1971,1,68,1213,274,637,,,79,131,,320,27,,,,186,627,.430,,.603,17.8,9.2,4.7,0.4,paulkch01
360,Jerry Paulson,1958,1958,1,6,68,8,23,,,4,6,,10,4,,,,5,20,.348,,.667,11.3,3.3,1.7,0.7,paulsje01
361,Jim Paxson,1958,1958,1,67,1795,225,639,,,209,285,,350,139,,,,183,659,.352,,.733,26.8,9.8,5.2,2.1,paxsoji01
362,Anthony Peeler,2004,2004,1,75,1391,156,348,68,141,51,61,31,153,120,56,10,77,103,431,.448,.482,.836,18.5,5.7,2.0,1.6,peelean01
363,Norvel Pelle,2021,2021,1,1,4,0,1,0,0,3,4,1,1,1,0,0,0,1,3,.000,,.750,4.0,3.0,1.0,1.0,pelleno01
364,Mike Peplowski,1994,1994,1,55,667,76,141,0,1,24,44,49,169,24,17,25,34,131,176,.539,.000,.545,12.1,3.2,3.1,0.4,peplomi01
365,Jim Petersen,1989,1989,1,66,1633,278,606,0,8,115,154,121,413,81,47,68,147,236,671,.459,.000,.747,24.7,10.2,6.3,1.2,peterji01
366,Derrick Phelps,1995,1995,1,3,5,0,1,0,0,0,2,0,0,1,0,0,0,3,0,.000,,.000,1.7,0.0,0.0,0.3,phelpde01
367,Ed Pinckney,1988,1989,2,130,2511,403,789,0,8,310,399,200,531,140,93,75,158,243,1116,.511,.000,.777,19.3,8.6,4.1,1.1,pincked01
368,Dave Piontek,1957,1963,5,314,6033,989,2536,,,467,699,,1427,394,,,,647,2445,.390,,.668,19.2,7.8,4.5,1.3,piontda01
369,Scot Pollard,1999,2003,5,272,5459,604,1184,0,2,396,557,613,1622,153,194,265,204,712,1604,.510,.000,.711,20.1,5.9,6.0,0.6,pollasc01
370,Olden Polynice,1994,1998,5,345,10378,1622,3274,2,12,494,862,1130,3053,424,201,274,533,1025,3740,.495,.167,.573,30.1,10.8,8.8,1.2,polynol01
371,David Pope,1985,1985,1,22,129,17,53,0,1,7,13,9,18,5,3,3,7,30,41,.321,.000,.538,5.9,1.9,0.8,0.2,popeda01
372,Vitaly Potapenko,2006,2007,2,12,45,5,11,0,0,0,0,1,4,2,0,0,4,9,10,.455,,,3.8,0.8,0.3,0.2,potapvi01
373,Harold Pressley,1987,1990,4,299,6802,1075,2458,208,581,344,442,517,1339,628,275,188,410,670,2702,.437,.358,.778,22.7,9.0,4.5,2.1,pressha01
374,Brent Price,2002,2002,1,20,89,9,27,4,15,9,13,4,8,9,3,1,10,13,31,.333,.267,.692,4.5,1.6,0.4,0.5,pricebr01
375,Ronnie Price,2006,2007,2,87,713,88,230,27,92,49,67,20,86,59,34,4,43,74,252,.383,.293,.731,8.2,2.9,1.0,0.7,pricero01
376,Neemias Queta,2022,2023,2,20,149,23,47,0,0,11,19,19,42,7,1,10,7,25,57,.489,,.579,7.5,2.9,2.1,0.4,quetane01
377,Luther Rackley,1970,1970,1,66,1256,190,423,,,124,195,,378,56,,,,204,504,.449,,.636,19.0,7.6,5.7,0.8,rackllu01
378,Ray Ragelis,1952,1952,1,51,337,25,96,,,18,29,,76,31,,,,62,68,.260,,.621,6.6,1.3,1.5,0.6,ragelra01
379,Kurt Rambis,1993,1993,1,67,781,63,122,0,2,42,63,75,221,52,40,18,36,119,168,.516,.000,.667,11.7,2.5,3.3,0.8,rambiku01
380,Jahmi'us Ramsey,2021,2022,2,32,228,39,96,10,37,12,19,6,23,13,5,2,8,18,100,.406,.270,.632,7.1,3.1,0.7,0.4,ramseja01
381,Zach Randolph,2018,2018,1,59,1508,361,763,51,147,84,107,97,397,127,42,10,116,119,857,.473,.347,.785,25.6,14.5,6.7,2.2,randoza01
382,Sam Ranzino,1952,1952,1,39,234,30,90,,,26,37,,39,25,,,,63,86,.333,,.703,6.0,2.2,1.0,0.6,ranzisa01
383,Mike Ratliff,1973,1974,2,60,685,98,235,,,45,84,0,194,38,0,0,,111,241,.417,,.536,11.4,4.0,3.2,0.6,ratlimi01
384,Frank Reddout,1954,1954,1,7,18,5,6,,,3,4,,9,0,,,,6,13,.833,,.750,2.6,1.9,1.3,0.0,reddofr01
385,Marlon Redmond,1979,1980,2,73,1034,221,513,0,9,55,84,75,160,76,32,25,75,120,497,.431,,.655,14.2,6.8,2.2,1.0,redmoma01
386,Hub Reed,1960,1963,4,304,5764,827,1849,,,353,486,,1817,274,,,,955,2007,.447,,.726,19.0,6.6,6.0,0.9,reedhu01
387,Richie Regan,1956,1958,3,215,5494,699,2030,,,387,540,,554,629,,,,532,1785,.344,,.717,25.6,8.3,2.6,2.9,reganri01
388,Kevin Restani,1978,1978,1,46,463,59,139,,,9,11,32,94,21,5,4,15,37,127,.424,,.818,10.1,2.8,2.0,0.5,restake01
389,Malachi Richardson,2017,2018,2,47,517,57,156,20,67,32,41,8,56,24,15,2,18,50,166,.365,.299,.780,11.0,3.5,1.2,0.5,richama01
390,Mitch Richmond,1992,1998,7,517,19532,4230,9338,993,2460,2617,3088,382,1933,2128,670,147,1465,1404,12070,.453,.404,.847,37.8,23.3,3.7,4.1,richmmi01
391,Dick Ricketts,1956,1958,3,183,4900,655,1984,,,421,610,,1141,365,,,,756,1731,.330,,.690,26.8,9.5,6.2,2.0,rickedi01
392,Ron Riley,1973,1974,2,86,1804,297,691,,,93,140,13,563,84,3,2,,253,687,.430,,.664,21.0,8.0,6.5,1.0,rileyro01
393,Arnie Risen,1949,1955,7,463,9039,2168,5653,,,2023,2888,,3812,867,,,,1791,6359,.384,,.700,32.9,13.7,11.2,1.9,risenar01
394,Rick Roberson,1976,1976,1,74,709,73,180,,,42,103,74,233,53,18,17,,126,188,.406,,.408,9.6,2.5,3.1,0.7,roberri01
395,Oscar Robertson,1961,1970,10,752,33088,7713,15785,,,6583,7867,,6380,7731,,,,2313,22009,.489,,.837,44.0,29.3,8.5,10.3,roberos01
396,Ryan Robertson,2000,2000,1,1,25,2,6,0,2,1,1,0,0,0,0,0,0,0,5,.333,.000,1.000,25.0,5.0,0.0,0.0,roberry01
397,Chris Robinson,1998,1998,1,19,271,42,111,17,42,7,14,9,33,29,12,3,18,29,108,.378,.405,.500,14.3,5.7,1.7,1.5,robinch01
398,Cliff Robinson,1982,1982,1,38,1229,322,708,0,3,125,180,83,322,71,46,60,86,120,769,.455,.000,.694,32.3,20.2,8.5,1.9,robincl01
399,Flynn Robinson,1967,1971,3,149,2524,651,1426,,,318,389,,280,253,,,,362,1620,.457,,.817,16.9,10.9,1.9,1.7,robinfl01
400,Glenn Robinson III,2021,2021,1,23,369,42,99,16,44,21,23,11,45,20,4,3,11,23,121,.424,.364,.913,16.0,5.3,2.0,0.9,robingl02
401,Justin Robinson,2022,2022,1,3,15,1,8,0,3,0,0,0,1,2,0,0,1,2,2,.125,.000,,5.0,0.7,0.3,0.7,robinju01
402,Thomas Robinson,2013,2013,1,51,809,103,243,0,0,41,71,92,238,36,25,21,65,95,247,.424,,.577,15.9,4.8,4.7,0.7,robinth01
403,Bill Robinzine,1976,1980,5,395,8765,1662,3413,1,2,890,1205,867,2532,393,451,70,499,1532,4215,.487,,.739,22.2,10.7,6.4,1.0,robinbi01
404,Dave Robisch,1984,1984,1,8,162,18,48,0,0,11,13,12,29,6,3,1,0,15,47,.375,,.846,20.3,5.9,3.6,0.8,robisda01
405,Guy Rodgers,1968,1968,1,75,1417,132,372,,,98,122,,136,352,,,,156,362,.355,,.803,18.9,4.8,1.8,4.7,rodgegu01
406,Sergio Rodríguez,2010,2010,1,39,517,88,190,15,42,43,62,15,50,121,29,3,59,46,234,.463,.357,.694,13.3,6.0,1.3,3.1,rodrise01
407,Johnny Rogers,1987,1987,1,45,468,90,185,0,5,9,15,30,77,26,9,8,20,66,189,.486,.000,.600,10.4,4.2,1.7,0.6,rogerjo01
408,Phil Rollins,1959,1961,3,107,1761,222,562,,,117,179,,276,302,,,,193,561,.395,,.654,16.5,5.2,2.6,2.8,rolliph01
409,Rajon Rondo,2016,2016,1,72,2537,355,782,62,170,87,150,77,435,839,141,10,278,175,859,.454,.365,.580,35.2,11.9,6.0,11.7,rondora01
410,Domantas Sabonis,2022,2023,2,94,3240,689,1140,35,100,380,512,297,1158,660,78,44,282,336,1793,.604,.350,.742,34.5,19.1,12.3,7.0,sabondo01
411,John Salmons,2007,2014,6,353,10605,1394,3134,304,837,685,858,227,1221,1021,324,107,555,722,3777,.445,.363,.798,30.0,10.7,3.5,2.9,salmojo01
412,Kevin Salvadori,1997,1998,2,39,241,13,46,0,0,16,24,11,45,13,2,24,17,29,42,.283,,.667,6.2,1.1,1.2,0.3,salvake01
413,JaKarr Sampson,2018,2018,1,22,344,44,81,5,10,10,16,21,78,9,8,22,8,48,103,.543,.500,.625,15.6,4.7,3.5,0.4,sampsja02
414,Jamal Sampson,2006,2006,1,12,39,5,7,0,0,0,2,5,18,5,0,4,0,5,10,.714,,.000,3.3,0.8,1.5,0.4,sampsja01
415,Ralph Sampson,1990,1991,2,51,765,82,222,2,9,17,42,52,195,45,25,39,61,120,183,.369,.222,.405,15.0,3.6,3.8,0.9,sampsra01
416,Frankie Sanders,1981,1981,1,23,186,34,77,0,0,20,22,6,21,17,16,1,21,20,88,.442,,.909,8.1,3.8,0.9,0.7,sandefr01
417,Pep Saul,1950,1951,2,114,,179,493,,,106,152,,84,96,,,,118,464,.363,,.697,,4.1,1.3,0.8,saulpe01
418,Frank Schade,1973,1973,1,9,76,2,7,,,6,6,,6,10,,,,12,10,.286,,1.000,8.4,1.1,0.7,1.1,schadfr01
419,Steve Scheffler,1992,1992,1,4,15,2,2,0,0,5,6,2,3,0,0,1,0,2,9,1.000,,.833,3.8,2.3,0.8,0.0,schefst01
420,Dwayne Schintzius,1992,1992,1,33,400,50,117,0,4,10,12,43,118,20,6,28,19,67,110,.427,.000,.833,12.1,3.3,3.6,0.6,schindw01
421,Ramon Sessions,2015,2015,1,36,642,63,183,6,28,64,88,13,69,96,13,0,51,45,196,.344,.214,.727,17.8,5.4,1.9,2.7,sessira01
422,Iman Shumpert,2019,2019,1,42,1099,133,348,74,202,34,41,19,129,91,47,20,38,92,374,.382,.366,.829,26.2,8.9,3.1,2.2,shumpim01
423,Sam Sibert,1973,1973,1,5,26,4,13,,,4,5,,4,0,,,,4,12,.308,,.800,5.2,2.4,0.8,0.0,sibersa01
424,Chris Silva,2021,2021,1,4,9,1,3,0,0,0,0,0,2,0,0,1,1,4,2,.333,,,2.3,0.5,0.5,0.0,silvach01
425,Cedric Simmons,2009,2009,1,7,23,0,4,0,0,1,2,1,4,0,0,0,2,2,1,.000,,.500,3.3,0.1,0.6,0.0,simmoce01
426,Connie Simmons,1956,1956,1,68,903,144,428,,,78,129,,235,82,,,,142,366,.336,,.605,13.3,5.4,3.5,1.2,simmoco01
427,Lionel Simmons,1991,1997,7,454,13472,2242,5179,43,141,1306,1694,798,2833,1498,514,361,982,1106,5833,.433,.305,.771,29.7,12.8,6.2,3.3,simmoli01
428,Doug Sims,1969,1969,1,4,12,2,5,,,0,0,,4,0,,,,4,4,.400,,,3.0,1.0,1.0,0.0,simsdo01
429,Brian Skinner,2005,2006,2,63,1124,120,217,0,0,32,80,114,319,55,37,63,45,127,272,.553,,.400,17.8,4.3,5.1,0.9,skinnbr01
430,Adrian Smith,1962,1970,9,653,17443,2956,6837,,,2173,2611,,1507,1580,,,,1650,8085,.432,,.832,26.7,12.4,2.3,2.4,smithad01
431,Derek Smith,1987,1989,3,116,3157,623,1397,20,71,329,436,125,366,353,86,48,218,356,1595,.446,.282,.755,27.2,13.8,3.2,3.0,smithde02
432,Jabari Smith,2001,2004,3,52,305,43,113,0,4,22,38,14,53,23,8,10,12,44,108,.381,.000,.579,5.9,2.1,1.0,0.4,smithja01
433,Kenny Smith,1988,1990,3,188,7062,1158,2484,80,226,536,692,100,484,1358,251,22,555,411,2932,.466,.354,.775,37.6,15.6,2.6,7.2,smithke01
434,LaBradford Smith,1994,1994,1,59,829,116,288,21,60,48,64,29,76,104,37,4,49,88,301,.403,.350,.750,14.1,5.1,1.3,1.8,smithla02
435,Michael Smith,1995,1998,4,246,5993,592,1080,1,3,340,727,609,1744,397,205,164,323,687,1525,.548,.333,.468,24.4,6.2,7.1,1.6,smithmi02
436,Will Solomon,2009,2009,1,14,168,26,64,13,29,5,10,3,21,10,7,0,5,11,70,.406,.448,.500,12.0,5.0,1.5,0.7,solomwi01
437,Darius Songaila,2004,2005,2,154,2644,390,761,0,3,165,199,216,569,162,93,30,113,332,945,.512,.000,.829,17.2,6.1,3.7,1.1,songada01
438,Rory Sparrow,1991,1991,1,80,2375,371,756,31,78,58,83,45,186,362,83,16,126,189,831,.491,.397,.699,29.7,10.4,2.3,4.5,sparrro01
439,Odie Spears,1952,1955,4,271,6608,833,2154,,,718,904,,1163,533,,,,915,2384,.387,,.794,24.4,8.8,4.3,2.0,spearod01
440,Andre Spencer,1994,1994,1,23,286,43,100,0,0,52,73,26,61,19,18,5,19,37,138,.430,,.712,12.4,6.0,2.7,0.8,spencan01
441,Art Spoelstra,1955,1957,3,211,3943,602,1534,,,359,514,,941,209,,,,586,1563,.392,,.698,18.7,7.4,4.5,1.0,spoelar01
442,Nik Stauskas,2015,2015,1,73,1127,108,296,48,149,55,64,11,88,67,20,17,40,92,319,.365,.322,.859,15.4,4.4,1.2,0.9,stausni01
443,Larry Staverman,1959,1964,4,206,2424,330,729,,,210,263,,779,194,,,,426,870,.453,,.798,11.8,4.2,3.8,0.9,stavela01
444,Brook Steppe,1983,1987,2,96,1271,179,375,4,16,149,188,46,134,149,44,6,109,148,511,.477,.250,.793,13.2,5.3,1.4,1.6,steppbr01
445,Wayne Stevens,1960,1960,1,8,49,3,19,,,7,10,,16,4,,,,4,13,.158,,.700,6.1,1.6,2.0,0.5,stevewa01
446,Michael Stewart,1998,1998,1,81,1761,155,323,0,0,65,142,197,536,61,29,195,85,251,375,.480,,.458,21.7,4.6,6.6,0.8,stewami01
447,David Stockton,2015,2015,1,3,33,2,6,1,2,3,6,0,2,9,2,0,4,1,8,.333,.500,.500,11.0,2.7,0.7,3.0,stockda01
448,Peja Stojaković,1999,2006,8,518,17723,3352,7269,1070,2687,1724,1931,530,2581,1037,543,74,834,945,9498,.461,.398,.893,34.2,18.3,5.0,2.0,stojape01
449,Greg Stokes,1990,1990,1,11,34,1,9,0,0,2,2,2,5,0,0,0,3,8,4,.111,,1.000,3.1,0.4,0.5,0.0,stokegr01
450,Maurice Stokes,1956,1958,3,202,7544,1251,3567,,,813,1165,,3492,1062,,,,789,3315,.351,,.698,37.3,16.4,17.3,5.3,stokema01
451,Dane Suttle,1984,1985,2,46,493,115,227,0,4,42,49,21,49,48,21,0,33,49,272,.507,.000,.857,10.7,5.9,1.1,1.0,suttlda01
452,Caleb Swanigan,2019,2020,2,10,56,6,13,0,2,1,4,6,19,6,3,3,8,14,13,.462,.000,.250,5.6,1.3,1.9,0.6,swanica01
453,Norm Swanson,1954,1954,1,63,611,31,137,,,38,64,,110,33,,,,91,100,.226,,.594,9.7,1.6,1.7,0.5,swansno01
454,Brian Taylor,1977,1977,1,72,2488,501,995,,,225,275,88,238,320,199,16,,206,1227,.504,,.818,34.6,17.0,3.3,4.4,taylobr01
455,Fred Taylor,1972,1972,1,21,214,30,90,,,11,19,,37,11,,,,32,71,.333,,.579,10.2,3.4,1.8,0.5,taylofr01
456,Jermaine Taylor,2011,2011,1,26,406,78,164,12,40,16,22,25,53,30,12,3,40,35,184,.476,.300,.727,15.6,7.1,2.0,1.2,tayloje02
457,Maurice Taylor,2007,2007,1,12,103,8,28,0,0,8,13,10,28,5,4,1,6,16,24,.286,,.615,8.6,2.0,2.3,0.4,tayloma01
458,Garrett Temple,2010,2018,3,135,3366,385,916,171,449,123,157,55,339,294,142,55,159,277,1064,.420,.381,.783,24.9,7.9,2.5,2.2,templga01
459,Tom Thacker,1964,1966,3,153,1405,193,556,,,64,138,,361,153,,,,200,450,.347,,.464,9.2,2.9,2.4,1.0,thackto01
460,Reggie Theus,1984,1988,5,346,11884,2413,5095,48,237,1618,1930,366,1155,2809,373,79,1254,955,6492,.474,.203,.838,34.3,18.8,3.3,8.1,theusre01
461,Justus Thigpen,1974,1974,1,1,2,1,3,,,0,0,1,1,0,0,0,,0,2,.333,,,2.0,2.0,1.0,0.0,thigpju01
462,Carl Thomas,1992,1992,1,1,31,5,12,1,2,1,2,0,0,1,1,0,1,3,12,.417,.500,.500,31.0,12.0,0.0,1.0,thomaca01
463,Isaiah Thomas,2012,2014,3,216,6275,1118,2499,325,904,753,879,124,539,1036,213,19,458,473,3314,.447,.360,.857,29.1,15.3,2.5,4.8,thomais02
464,Kenny Thomas,2005,2010,6,227,5184,637,1293,0,3,262,405,468,1384,348,164,78,312,502,1536,.493,.000,.647,22.8,6.8,6.1,1.5,thomake01
465,Jason Thompson,2009,2015,7,541,14348,2060,4147,1,27,942,1438,1232,3746,606,271,394,732,1671,5063,.497,.037,.655,26.5,9.4,6.9,1.1,thompja02
466,LaSalle Thompson,1983,1989,7,507,12436,2084,4157,2,13,1136,1558,1414,4214,651,449,697,1019,1796,5306,.501,.154,.729,24.5,10.5,8.3,1.3,thompla01
467,Stephen Thompson,1992,1992,1,18,76,13,34,0,1,3,8,11,18,7,6,3,3,7,29,.382,.000,.375,4.2,1.6,1.0,0.4,thompst01
468,Tristan Thompson,2022,2022,1,30,455,76,151,1,1,32,60,72,161,18,11,12,29,52,185,.503,1.000,.533,15.2,6.2,5.4,0.6,thomptr01
469,Marcus Thornton,2011,2014,4,196,5657,1039,2423,358,1015,389,459,209,620,328,208,29,246,350,2825,.429,.353,.847,28.9,14.4,3.2,1.7,thornma01
470,Otis Thorpe,1985,1998,5,348,10244,1978,3647,0,12,1313,1841,913,2798,723,195,194,764,1125,5269,.542,.000,.713,29.4,15.1,8.0,2.1,thorpot01
471,Dan Tieman,1963,1963,1,29,176,15,57,,,4,10,,22,27,,,,18,34,.263,,.400,6.1,1.2,0.8,0.9,tiemada01
472,Wayman Tisdale,1989,1994,6,370,12522,2853,5610,0,11,1102,1416,769,2676,580,241,280,665,1274,6808,.509,.000,.778,33.8,18.4,7.2,1.6,tisdawa01
473,Anthony Tolliver,2017,2020,2,74,1559,158,368,92,245,62,84,53,248,80,38,21,60,115,470,.429,.376,.738,21.1,6.4,3.4,1.1,tollian01
474,Sedric Toney,1990,1990,1,32,682,57,178,16,50,46,58,11,46,122,23,0,52,71,176,.320,.320,.793,21.3,5.5,1.4,3.8,toneyse01
475,John Tresvant,1968,1969,2,81,2483,360,801,,,197,329,,588,149,,,,298,917,.449,,.599,30.7,11.3,7.3,1.8,tresvjo01
476,Al Tucker,1969,1969,1,28,626,126,265,,,49,73,,122,19,,,,75,301,.475,,.671,22.4,10.8,4.4,0.7,tuckeal01
477,Hedo Türkoğlu,2001,2003,3,221,4390,593,1413,120,335,342,452,147,761,319,134,67,186,448,1648,.420,.358,.757,19.9,7.5,3.4,1.4,turkohe01
478,Bill Turner,1970,1970,1,69,1095,188,451,,,118,157,,290,42,,,,187,494,.417,,.752,15.9,7.2,4.2,0.6,turnebi01
479,Henry Turner,1990,1995,2,66,464,81,179,2,8,60,100,39,78,29,25,8,38,60,224,.453,.250,.600,7.0,3.4,1.2,0.4,turnehe02
480,Jack Twyman,1956,1966,11,823,26147,6237,13873,,,3366,4325,,5424,1861,,,,2782,15840,.450,,.778,31.8,19.2,6.6,2.3,twymaja01
481,Terry Tyler,1986,1988,3,227,4766,808,1720,2,13,226,316,312,883,223,162,233,215,395,1844,.470,.154,.715,21.0,8.1,3.9,1.0,tylerte01
482,Ime Udoka,2010,2010,1,69,944,91,241,26,91,42,57,51,191,58,34,6,42,83,250,.378,.286,.737,13.7,3.6,2.8,0.8,udokaim01
483,Beno Udrih,2008,2011,4,296,9561,1476,3069,228,631,563,666,159,921,1382,320,41,583,677,3743,.481,.361,.845,32.3,12.6,3.1,4.7,udrihbe01
484,Tom Van Arsdale,1968,1973,6,379,13311,2813,6241,,,1652,2200,,1934,908,,,,1288,7278,.451,,.751,35.1,19.2,5.1,2.4,vanarto01
485,Norm Van Lier,1970,1972,3,173,6494,808,1977,,,542,686,,1050,1383,,,,704,2158,.409,,.790,37.5,12.5,6.1,8.0,vanlino01
486,Greivis Vásquez,2014,2014,1,18,465,65,150,16,50,30,32,5,34,95,6,1,27,38,176,.433,.320,.938,25.8,9.8,1.9,5.3,vasqugr01
487,Pete Verhoeven,1985,1985,1,54,366,51,108,0,0,21,25,28,63,17,15,7,20,85,123,.472,,.840,6.8,2.3,1.2,0.3,verhope01
488,Jimmy Walker,1974,1976,3,226,8532,1587,3342,,,751,888,139,618,705,253,36,,574,3925,.475,,.846,37.8,17.4,2.7,3.1,walkeji01
489,Gerald Wallace,2002,2004,3,138,1338,197,447,1,13,73,144,122,291,69,57,35,74,151,468,.441,.077,.507,9.7,3.4,2.1,0.5,wallage01
490,Lloyd Walton,1981,1981,1,61,821,90,218,0,1,26,33,13,48,208,32,2,80,45,206,.413,.000,.788,13.5,3.4,0.8,3.4,waltoll01
491,Bobby Wanzer,1949,1957,9,568,12128,2268,5768,,,2388,2976,,1979,1830,,,,1275,6924,.393,,.802,32.5,12.2,4.5,3.2,wanzebo01
492,Jim Ware,1967,1967,1,33,201,30,97,,,10,17,,69,6,,,,35,70,.309,,.588,6.1,2.1,2.1,0.2,wareji01
493,Richard Washington,1977,1979,3,178,4657,885,1966,,,337,469,400,1400,210,144,166,206,679,2107,.450,,.719,26.2,11.8,7.9,1.2,washiri01
494,Darryl Watkins,2008,2008,1,9,71,5,15,0,0,2,5,5,12,0,2,2,7,8,12,.333,,.400,7.9,1.3,1.3,0.0,watkida01
495,David Wear,2015,2015,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,,3.5,0.0,1.0,0.5,wearda01
496,Spud Webb,1992,1995,4,301,10084,1465,3294,213,643,971,1126,147,812,2024,397,61,776,700,4114,.445,.331,.862,33.5,13.7,2.7,6.7,webbsp01
497,Chris Webber,1999,2005,7,377,14627,3691,7807,55,231,1406,2034,969,4006,1791,568,553,1127,1240,8843,.473,.238,.691,38.8,23.5,10.6,4.8,webbech01
498,Scott Wedman,1975,1981,7,546,18973,3856,7911,32,99,1258,1566,1109,3270,1271,640,229,537,1781,9002,.487,,.803,34.7,16.5,6.0,2.3,wedmasc01
499,Bonzi Wells,2006,2006,1,52,1684,284,613,10,45,129,190,142,401,144,94,25,126,156,707,.463,.222,.679,32.4,13.6,7.7,2.8,wellsbo01
500,Bill Wennington,1991,2000,2,84,1512,187,434,1,5,76,96,106,359,70,48,61,52,243,451,.431,.200,.792,18.0,5.4,4.3,0.8,wennibi01
501,Walt Wesley,1967,1969,3,212,3161,564,1271,,,262,482,,1013,100,,,,520,1390,.444,,.544,14.9,6.6,4.8,0.5,weslewa01
502,Jo Jo White,1981,1981,1,13,236,36,82,0,0,11,18,3,21,37,11,1,18,21,83,.439,,.611,18.2,6.4,1.6,2.8,whitejo01
503,Royce White,2014,2014,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,3.0,0.0,0.0,0.0,whitero03
