,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,-additional
Rk,Player,From,To,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,-9999
330,Paul Pierce,2016,2017,2,93,1508,172,467,90,285,64,79,13,234,81,37,22,74,169,498,.368,.316,.810,16.2,5.4,2.5,0.9,piercpa01
331,Ricky Pierce,1984,1984,1,69,1280,268,570,0,9,149,173,59,135,60,27,13,81,143,685,.470,.000,.861,18.6,9.9,2.0,0.9,piercri01
332,Stan Pietkiewicz,1979,1981,3,60,639,94,192,9,36,39,48,26,52,99,26,4,57,59,236,.490,,.813,10.7,3.9,0.9,1.7,pietkst01
333,Mason Plumlee,2023,2023,1,23,457,64,88,0,0,44,57,42,159,40,11,12,30,56,172,.727,,.772,19.9,7.5,6.9,1.7,plumlma01
334,Dwayne Polee,1987,1987,1,1,6,1,4,0,3,0,0,0,0,0,1,0,1,3,2,.250,.000,,6.0,2.0,0.0,0.0,poleedw01
335,Olden Polynice,1991,2004,3,109,2978,395,731,0,2,204,339,302,821,73,63,33,122,265,994,.540,.000,.602,27.3,9.1,7.5,0.7,polynol01
336,Dave Popson,1989,1989,1,10,68,11,25,0,0,1,2,5,16,6,1,2,6,9,23,.440,,.500,6.8,2.3,1.6,0.6,popsoda01
337,Josh Powell,2008,2008,1,64,1228,145,315,0,3,63,87,115,331,47,14,23,65,130,353,.460,.000,.724,19.2,5.5,5.2,0.7,poweljo01
338,Norman Powell,2022,2023,2,65,1692,372,773,127,311,255,312,27,189,123,52,22,108,139,1126,.481,.408,.817,26.0,17.3,2.9,1.9,powelno01
339,Jason Preston,2023,2023,1,14,124,18,41,5,18,0,2,2,22,27,2,0,10,7,41,.439,.278,.000,8.9,2.9,1.6,1.9,prestja01
340,Jim Price,1977,1977,1,20,333,44,104,,,17,20,5,34,38,25,5,,52,105,.423,,.850,16.7,5.3,1.7,1.9,priceji01
341,Tony Price,1981,1981,1,5,29,2,7,0,0,0,0,0,0,3,2,1,2,3,4,.286,,,5.8,0.8,0.0,0.6,priceto01
342,Pablo Prigioni,2016,2016,1,59,823,55,147,28,95,7,8,38,114,130,53,1,49,82,145,.374,.295,.875,13.9,2.5,1.9,2.2,prigipa01
343,Vladimir Radmanović,2006,2006,1,30,885,108,259,66,158,38,52,25,171,64,29,14,40,80,320,.417,.418,.731,29.5,10.7,5.7,2.1,radmavl01
344,Zach Randolph,2009,2009,1,39,1369,333,684,25,73,124,177,117,367,88,30,13,91,105,815,.487,.342,.701,35.1,20.9,9.4,2.3,randoza01
345,Wally Rank,1981,1981,1,25,153,21,57,0,0,13,28,17,30,17,7,1,26,33,55,.368,,.464,6.1,2.2,1.2,0.7,rankwa01
346,Željko Rebrača,2005,2006,2,87,1340,185,330,0,0,104,126,62,248,35,18,59,73,189,474,.561,,.825,15.4,5.4,2.9,0.4,rebraze01
347,Eldridge Recasner,2002,2002,1,5,31,2,6,0,1,1,1,0,0,5,1,0,1,3,5,.333,.000,1.000,6.2,1.0,0.0,1.0,recasel01
348,J.J. Redick,2014,2017,4,266,7691,1446,3106,674,1532,642,716,52,551,431,163,29,313,459,4208,.466,.440,.897,28.9,15.8,2.1,1.6,redicjj01
349,Willie Reed,2018,2018,1,39,419,80,120,1,2,32,55,35,120,9,9,22,19,53,193,.667,.500,.582,10.7,4.9,3.1,0.2,reedwi02
350,Glen Rice,2004,2004,1,18,262,22,76,5,28,17,17,9,41,24,6,0,13,22,66,.289,.179,1.000,14.6,3.7,2.3,1.3,ricegl01
351,Pooh Richardson,1995,1999,5,282,7324,901,2274,234,680,219,320,116,626,1397,308,33,391,510,2255,.396,.344,.684,26.0,8.0,2.2,5.0,richapo01
352,Quentin Richardson,2001,2004,4,281,7216,1260,3065,364,1039,478,673,462,1286,381,222,57,371,462,3362,.411,.350,.710,25.7,12.0,4.6,1.4,richaqu01
353,Eric Riley,1995,1995,1,40,434,65,145,0,1,47,64,45,112,11,17,35,31,78,177,.448,.000,.734,10.9,4.4,2.8,0.3,rileyer01
354,Austin Rivers,2015,2018,4,243,6366,1007,2326,334,925,345,521,84,520,613,200,42,320,557,2693,.433,.361,.662,26.2,11.1,2.1,2.5,riverau01
355,David Rivers,1990,1992,2,67,846,90,227,0,6,69,89,40,104,176,38,1,105,67,249,.396,.000,.775,12.6,3.7,1.6,2.6,riverda01
356,Doc Rivers,1992,1992,1,59,1657,226,533,26,92,163,196,23,147,233,111,19,92,166,641,.424,.283,.832,28.1,10.9,2.5,3.9,riverdo01
357,Stanley Roberts,1993,1997,4,160,3339,622,1263,0,0,257,487,274,824,120,63,228,216,596,1501,.492,,.528,20.9,9.4,5.2,0.8,roberst01
358,James Robinson,1998,1999,2,84,1511,234,599,82,255,97,134,47,138,153,51,13,113,130,647,.391,.322,.724,18.0,7.7,1.6,1.8,robinja02
359,Jerome Robinson,2019,2020,2,75,796,90,246,37,124,17,28,8,101,65,24,11,39,101,234,.366,.298,.607,10.6,3.1,1.3,0.9,robinje01
360,Nate Robinson,2015,2015,1,9,126,17,51,7,20,5,6,3,11,20,6,0,8,8,46,.333,.350,.833,14.0,5.1,1.2,2.2,robinna01
361,Rodney Rogers,1996,1999,4,271,7897,1271,2757,204,608,597,897,470,1300,668,303,156,624,870,3343,.461,.336,.666,29.1,12.3,4.8,2.5,rogerro01
362,Rajon Rondo,2021,2021,1,18,368,51,105,19,44,15,15,14,55,104,18,2,40,28,136,.486,.432,1.000,20.4,7.6,3.1,5.8,rondora01
363,Sean Rooks,2001,2003,3,213,3625,375,886,1,3,175,230,176,643,171,80,129,159,485,926,.423,.333,.761,17.0,4.3,3.0,0.8,rooksse01
364,Rob Rose,1989,1989,1,2,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,.000,,,1.5,0.0,1.0,0.0,rosero01
365,Quinton Ross,2005,2008,4,302,6379,599,1395,12,42,239,332,211,742,362,215,103,163,631,1449,.429,.286,.720,21.1,4.8,2.5,1.2,rossqu01
366,Paul Ruffner,1974,1975,2,42,154,33,74,,,9,18,16,33,7,4,4,,32,75,.446,,.500,3.7,1.8,0.8,0.2,ruffnpa01
367,Kareem Rush,2010,2010,1,7,58,4,11,1,3,0,0,1,6,4,2,3,3,8,9,.364,.333,,8.3,1.3,0.9,0.6,rushka01
368,Cheikh Samb,2009,2009,1,10,51,4,16,0,2,3,5,7,13,0,1,5,1,3,11,.250,.000,.600,5.1,1.1,1.3,0.0,sambch01
369,Dwayne Schintzius,1997,1997,1,15,116,13,36,1,2,7,8,9,22,4,1,9,7,22,34,.361,.500,.875,7.7,2.3,1.5,0.3,schindw01
370,Dale Schlueter,1975,1976,2,147,1735,153,300,,,138,202,136,488,184,31,59,,304,444,.510,,.683,11.8,3.0,3.3,1.3,schluda01
371,Mike Scott,2019,2019,1,52,748,92,230,52,133,12,18,24,174,44,17,8,27,88,248,.400,.391,.667,14.4,4.8,3.3,0.8,scottmi01
372,Jay Scrubb,2021,2022,2,22,205,32,82,8,30,12,15,4,30,9,8,3,14,14,84,.390,.267,.800,9.3,3.8,1.4,0.4,scrubja01
373,Malik Sealy,1995,1997,3,202,5661,936,2266,122,395,575,697,212,692,388,280,98,350,508,2569,.413,.309,.825,28.0,12.7,3.4,1.9,sealyma01
374,Landry Shamet,2019,2020,2,78,2146,245,601,179,447,96,115,13,156,157,33,12,61,191,765,.408,.400,.835,27.5,9.8,2.0,2.0,shamela01
375,John Shumate,1976,1978,3,124,4237,628,1215,,,473,692,277,1143,282,142,111,46,338,1729,.517,,.684,34.2,13.9,9.2,2.3,shumajo01
376,Mike Silliman,1971,1971,1,36,366,36,79,,,19,39,,62,23,,,,37,91,.456,,.487,10.2,2.5,1.7,0.6,sillimi01
377,Bobby Simmons,2004,2012,3,159,4593,649,1480,72,187,376,449,260,763,312,172,36,218,437,1746,.439,.385,.837,28.9,11.0,4.8,2.0,simmobo01
378,James Singleton,2006,2007,2,112,1129,107,233,13,34,61,79,99,303,46,34,38,45,140,288,.459,.382,.772,10.1,2.6,2.7,0.4,singlja01
379,Brian Skinner,1999,2010,5,160,2583,267,596,0,2,131,212,219,652,57,60,124,138,270,665,.448,.000,.618,16.1,4.2,4.1,0.4,skinnbr01
380,Bingo Smith,1980,1980,1,70,1988,352,819,22,76,93,107,92,245,93,59,15,72,188,819,.430,.289,.869,28.4,11.7,3.5,1.3,smithbi02
381,Charles Smith,1989,1992,4,272,8906,1829,3730,1,28,1335,1719,661,1898,407,276,451,542,993,4994,.490,.036,.777,32.7,18.4,7.0,1.5,smithch01
382,Charles Smith,1998,1999,2,46,577,80,204,21,77,12,25,15,43,32,27,19,41,56,193,.392,.273,.480,12.5,4.2,0.9,0.7,smithch04
383,Craig Smith,2010,2011,2,123,1818,330,585,1,10,182,276,140,404,115,49,32,121,278,843,.564,.100,.659,14.8,6.9,3.3,0.9,smithcr01
384,Derek Smith,1984,1986,3,152,4398,1020,1888,5,27,581,751,248,638,329,119,87,341,517,2626,.540,.185,.774,28.9,17.3,4.2,2.2,smithde02
385,Elmore Smith,1972,1973,2,154,6015,1179,2519,,,382,700,,2130,303,,,,601,2740,.468,,.546,39.1,17.8,13.8,2.0,smithel01
386,Jim Smith,1982,1982,1,72,858,86,169,0,0,39,85,72,182,46,22,51,47,185,211,.509,,.459,11.9,2.9,2.5,0.6,smithji01
387,Josh Smith,2016,2016,1,32,459,69,180,18,58,25,42,33,125,42,18,34,41,62,181,.383,.310,.595,14.3,5.7,3.9,1.3,smithjo03
388,Michael Smith,1995,1995,1,29,319,63,134,1,8,26,30,13,56,20,6,2,18,41,153,.470,.125,.867,11.0,5.3,1.9,0.7,smithmi01
389,Phil Smith,1981,1982,2,124,3824,772,1632,9,42,360,481,83,273,605,129,37,292,382,1913,.473,.214,.748,30.8,15.4,2.2,4.9,smithph01
390,Randy Smith,1972,1983,9,715,24393,5214,11035,3,16,2304,2986,667,2985,3498,1072,35,630,2018,12735,.472,,.772,34.1,17.8,4.2,4.9,smithra01
391,Robert Smith,1983,1983,1,5,43,2,13,0,1,7,8,1,3,6,4,0,3,7,11,.154,.000,.875,8.6,2.2,0.6,1.2,smithro01
392,Mike Smrek,1991,1991,1,10,70,3,16,0,0,4,8,4,19,3,1,3,1,18,10,.188,,.500,7.0,1.0,1.9,0.3,smrekmi01
393,Marreese Speights,2017,2017,1,82,1286,244,548,103,277,120,137,88,373,65,23,41,69,229,711,.445,.372,.876,15.7,8.7,4.5,0.8,speigma01
394,Elmore Spencer,1993,1995,3,139,2578,384,740,0,3,141,244,124,542,108,52,168,242,324,909,.519,.000,.578,18.5,6.5,3.9,0.8,spencel01
395,Lance Stephenson,2016,2016,1,43,680,82,166,19,47,21,30,19,108,60,24,3,48,79,204,.494,.404,.700,15.8,4.7,2.5,1.4,stephla01
396,Alex Stepheson,2016,2016,1,4,12,1,1,0,0,0,2,1,2,0,0,2,0,4,2,1.000,,.000,3.0,0.5,0.5,0.0,stephal01
397,Alex Stivrins,1993,1993,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0,stivral01
398,Diamond Stone,2017,2017,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0,stonedi01
399,Derek Strong,2001,2001,1,28,491,45,117,0,1,28,37,34,108,7,14,1,22,30,118,.385,.000,.757,17.5,4.2,3.9,0.3,stronde01
400,DaJuan Summers,2013,2013,1,2,7,1,4,0,0,0,0,0,2,1,0,0,0,0,2,.250,,,3.5,1.0,1.0,0.5,summeda01
401,Barry Sumpter,1989,1989,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0,sumptba01
402,Brian Taylor,1979,1982,4,219,6552,923,1897,157,417,382,475,173,461,1024,336,57,351,605,2385,.487,,.804,29.9,10.9,2.1,4.7,taylobr01
403,Maurice Taylor,1998,2000,3,179,5245,1090,2338,2,15,466,651,314,938,221,101,117,396,618,2648,.466,.133,.716,29.3,14.8,5.2,1.2,tayloma01
404,Mike Taylor,2009,2009,1,51,771,110,267,13,40,56,81,22,87,106,36,0,73,84,289,.412,.325,.691,15.1,5.7,1.7,2.1,taylomi01
405,Sebastian Telfair,2010,2010,1,39,582,67,166,11,47,24,31,5,41,114,22,5,44,65,169,.404,.234,.774,14.9,4.3,1.1,2.9,telfase01
406,Garrett Temple,2019,2019,1,26,510,42,106,16,54,23,31,10,64,37,26,5,16,70,123,.396,.296,.742,19.6,4.7,2.5,1.4,templga01
407,Miloš Teodosić,2018,2019,2,60,1284,168,400,98,259,43,53,19,142,241,26,6,118,130,477,.420,.378,.811,21.4,8.0,2.4,4.0,teodomi01
408,Claude Terry,1977,1977,1,33,304,49,104,,,18,23,4,28,33,11,0,,27,116,.471,,.783,9.2,3.5,0.8,1.0,terrycl01
409,Jim Thomas,1986,1986,1,6,69,6,15,0,0,1,2,3,8,12,5,1,9,12,13,.400,,.500,11.5,2.2,1.3,2.0,thomaji01
410,Tim Thomas,2007,2009,3,149,4214,624,1518,225,647,238,331,139,747,352,98,58,218,446,1711,.411,.348,.719,28.3,11.5,5.0,2.4,thomati01
411,Trey Thompkins,2012,2012,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714,5.0,2.4,1.0,0.1,thomptr02
412,Al Thornton,2008,2010,3,201,6217,1063,2382,68,223,553,740,305,918,262,130,127,324,566,2747,.446,.305,.747,30.9,13.7,4.6,1.3,thornal01
413,Sindarius Thornwell,2018,2019,2,137,1469,117,282,26,76,84,122,38,184,86,62,32,73,166,344,.415,.342,.689,10.7,2.5,1.3,0.6,thornsi01
414,Tom Tolbert,1994,1994,1,49,640,74,177,6,16,33,45,36,108,30,13,15,39,61,187,.418,.375,.733,13.1,3.8,2.2,0.6,tolbeto01
415,Keith Tower,1996,1996,1,34,305,32,72,0,1,18,26,22,51,5,4,11,16,50,82,.444,.000,.692,9.0,2.4,1.5,0.1,towerke01
416,Linton Townes,1984,1984,1,2,17,3,7,0,0,0,0,0,1,1,1,2,1,3,6,.429,,,8.5,3.0,0.5,0.5,towneli01
417,Ronny Turiaf,2013,2013,1,65,701,49,97,0,0,23,63,45,152,35,19,35,29,80,121,.505,,.365,10.8,1.9,2.3,0.5,turiaro01
418,Hedo Türkoğlu,2014,2015,2,100,1097,125,297,82,189,15,29,16,188,70,38,17,45,116,347,.421,.434,.517,11.0,3.5,1.9,0.7,turkohe01
419,Andre Turner,1990,1990,1,3,31,2,13,0,1,0,0,3,5,3,1,0,4,1,4,.154,.000,,10.3,1.3,1.7,1.0,turnean01
420,Ekpe Udoh,2015,2015,1,33,128,11,24,0,0,7,9,7,26,8,8,7,7,20,29,.458,,.778,3.9,0.9,0.8,0.2,udohek01
421,Darnell Valentine,1986,1988,3,178,3878,567,1386,31,100,323,411,87,359,936,261,19,372,328,1488,.409,.310,.786,21.8,8.4,2.0,5.3,valenda01
422,Logan Vander Velden,1996,1996,1,15,31,3,14,0,5,3,4,1,6,1,0,0,0,4,9,.214,.000,.750,2.1,0.6,0.4,0.1,vandelo01
423,Kiki Vandeweghe,1993,1993,1,41,494,92,203,12,37,58,66,12,48,25,13,7,20,45,254,.453,.324,.879,12.0,6.2,1.2,0.6,vandeki01
424,Loy Vaught,1991,1998,8,558,15671,2890,5661,21,82,813,1132,1369,4471,607,468,211,768,1451,6614,.511,.256,.718,28.1,11.9,8.0,1.1,vaughlo01
425,Stojko Vranković,1998,1999,2,67,1008,80,190,0,0,37,65,75,269,36,11,66,46,132,197,.421,,.569,15.0,2.9,4.0,0.5,vrankst01
426,Sasha Vujačić,2014,2014,1,2,10,2,5,1,2,0,0,0,3,0,1,0,3,1,5,.400,.500,,5.0,2.5,1.5,0.0,vujacsa01
427,Von Wafer,2007,2007,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,wafervo01
428,John Wall,2023,2023,1,34,755,138,338,33,109,77,113,14,92,178,27,12,80,59,386,.408,.303,.681,22.2,11.4,2.7,5.2,walljo01
429,Tyrone Wallace,2018,2019,2,92,1479,202,464,14,59,91,135,41,206,113,48,20,82,166,509,.435,.237,.674,16.1,5.5,2.2,1.2,wallaty01
430,Bill Walton,1980,1985,4,169,4559,838,1574,0,4,327,528,403,1526,493,137,385,493,487,2003,.532,.000,.619,27.0,11.9,9.0,2.9,waltobi01
431,Derrick Walton,2020,2020,1,23,222,17,36,9,21,7,9,2,15,22,4,0,4,19,50,.472,.429,.778,9.7,2.2,0.7,1.0,waltode01
432,Cornell Warner,1971,1973,3,131,2579,326,759,,,138,223,,846,113,,,,271,790,.430,,.619,19.7,6.0,6.5,0.9,warneco01
433,Willie Warren,2011,2011,1,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,.371,.333,.750,7.1,1.9,0.6,1.4,warrewi01
434,Bryan Warrick,1985,1985,1,58,713,85,173,1,4,44,57,10,58,153,23,6,70,85,215,.491,.250,.772,12.3,3.7,1.0,2.6,warribr01
435,Duane Washington,1993,1993,1,4,28,0,5,0,0,0,0,0,2,5,1,0,2,2,0,.000,,,7.0,0.0,0.5,1.3,washidu01
436,Jim Washington,1975,1976,2,43,681,77,163,,,21,38,59,198,44,11,13,,81,175,.472,,.553,15.8,4.1,4.6,1.0,washiji01
437,Kermit Washington,1979,1979,1,82,2764,350,623,,,227,330,296,800,125,85,121,185,317,927,.562,,.688,33.7,11.3,9.8,1.5,washike01
438,Maalik Wayns,2013,2014,2,8,46,8,18,2,6,4,4,0,4,9,5,0,2,12,22,.444,.333,1.000,5.8,2.8,0.5,1.1,waynsma01
439,Nick Weatherspoon,1979,1980,2,139,3766,643,1376,0,0,239,329,262,662,189,114,54,270,423,1525,.467,,.726,27.1,11.0,4.8,1.4,weathni01
440,Bob Weiss,1975,1976,2,142,2333,191,444,,,89,115,34,170,410,130,33,,240,471,.430,,.774,16.4,3.3,1.2,2.9,weissbo01
441,Russell Westbrook,2023,2023,1,21,635,128,262,26,73,50,76,30,102,160,23,10,71,41,332,.489,.356,.658,30.2,15.8,4.9,7.6,westbru01
442,Ennis Whatley,1989,1989,1,8,90,12,33,0,0,10,11,2,16,22,7,1,11,15,34,.364,,.909,11.3,4.3,2.0,2.8,whatlen01
443,Eric White,1988,1989,2,54,786,128,243,1,1,79,99,65,132,26,17,4,47,71,336,.527,1.000,.798,14.6,6.2,2.4,0.5,whiteer01
444,Rory White,1984,1987,4,229,4431,768,1524,1,12,348,496,268,574,187,156,47,256,438,1885,.504,.083,.702,19.3,8.2,2.5,0.8,whitero01
445,Jerome Whitehead,1979,1984,6,275,4979,822,1544,0,1,380,516,523,1473,200,105,89,329,749,2024,.532,,.736,18.1,7.4,5.4,0.7,whiteje01
446,Sidney Wicks,1979,1981,3,199,5251,647,1458,0,2,306,528,376,1037,450,186,128,441,683,1600,.444,,.580,26.4,8.0,5.2,2.3,wickssi01
447,C.J. Wilcox,2015,2016,2,44,268,42,104,16,42,11,14,2,19,18,13,3,12,22,111,.404,.381,.786,6.1,2.5,0.4,0.4,wilcocj01
448,Chris Wilcox,2003,2006,4,213,3481,559,1073,0,3,256,403,266,810,128,77,77,215,480,1374,.521,.000,.635,16.3,6.5,3.8,0.6,wilcoch01
449,Michael Wiley,1982,1982,1,61,1013,203,359,0,5,98,141,67,182,52,40,16,71,127,504,.565,.000,.695,16.6,8.3,3.0,0.9,wileymi01
450,Jamaal Wilkes,1986,1986,1,13,195,26,65,1,3,22,27,13,29,15,7,2,16,19,75,.400,.333,.815,15.0,5.8,2.2,1.2,wilkeja01
451,Dominique Wilkins,1994,1994,1,25,948,268,592,24,97,167,200,63,176,55,29,8,52,39,727,.453,.247,.835,37.9,29.1,7.0,2.2,wilkido01
452,Dale Wilkinson,1985,1985,1,10,38,4,14,0,1,6,7,1,3,2,0,0,4,8,14,.286,.000,.857,3.8,1.4,0.3,0.2,wilkida01
453,Aaron Williams,2007,2008,2,68,671,56,108,0,1,32,40,42,146,16,19,29,31,100,144,.519,.000,.800,9.9,2.1,2.1,0.2,williaa01
454,Alvin Williams,2007,2007,1,2,10,0,2,0,1,2,4,1,1,3,2,0,3,0,2,.000,.000,.500,5.0,1.0,0.5,1.5,willial02
455,C.J. Williams,2018,2018,1,38,707,87,197,22,78,13,16,12,56,43,31,13,20,63,209,.442,.282,.813,18.6,5.5,1.5,1.1,willicj01
456,Chuck Williams,1977,1978,2,117,2558,251,553,,,152,186,47,204,405,72,7,156,171,654,.454,,.817,21.9,5.6,1.7,3.5,willich02
457,Freeman Williams,1979,1982,4,273,6097,1856,3920,114,343,641,773,247,469,480,228,16,525,475,4467,.473,,.829,22.3,16.4,1.7,1.8,willifr01
458,John Williams,1993,1994,2,108,2363,286,665,17,73,94,165,125,443,239,108,33,114,273,683,.430,.233,.570,21.9,6.3,4.1,2.2,willijo02
459,Kevin Williams,1989,1989,1,9,114,14,32,0,0,6,8,9,20,17,5,3,10,17,34,.438,,.750,12.7,3.8,2.2,1.9,willike01
460,Lou Williams,2018,2021,4,261,7364,1638,3841,447,1243,1252,1434,126,709,1328,224,46,663,308,4975,.426,.360,.873,28.2,19.1,2.7,5.1,willilo02
461,Marcus Williams,2008,2008,1,10,34,5,19,0,0,0,0,4,12,3,1,0,0,3,10,.263,,,3.4,1.0,1.2,0.3,willima04
462,Mo Williams,2011,2012,2,74,2195,373,879,136,347,138,155,29,155,283,71,7,152,162,1020,.424,.392,.890,29.7,13.8,2.1,3.8,willima01
463,Reggie Williams,1988,1990,3,103,2293,433,1078,43,167,158,209,133,312,171,119,51,186,296,1067,.402,.257,.756,22.3,10.4,3.0,1.7,willire01
464,Bill Willoughby,1978,1978,1,56,1079,156,363,,,64,80,76,219,38,24,47,56,131,376,.430,,.800,19.3,6.7,3.9,0.7,willobi01
465,George Wilson,1971,1971,1,46,713,92,269,,,56,69,,230,48,,,,99,240,.342,,.812,15.5,5.2,5.0,1.0,wilsoge01
466,Jamil Wilson,2018,2018,1,15,274,38,81,27,63,2,4,3,32,10,5,8,8,34,105,.469,.429,.500,18.3,7.0,2.1,0.7,wilsoja02
467,Lee Winfield,1974,1975,2,104,1692,201,417,,,82,120,64,169,181,58,35,,148,484,.482,,.683,16.3,4.7,1.6,1.7,winfile01
468,Justise Winslow,2022,2022,1,37,479,63,141,5,29,25,41,30,133,52,21,18,37,46,156,.447,.172,.610,12.9,4.2,3.6,1.4,winslju01
469,Dave Wohl,1973,1974,2,97,2146,267,604,,,121,160,7,118,385,33,1,,254,655,.442,,.756,22.1,6.8,1.2,4.0,wohlda01
470,Joe Wolf,1988,1990,3,185,3912,461,1128,10,54,144,189,197,690,273,100,56,247,420,1076,.409,.185,.762,21.1,5.8,3.7,1.5,wolfjo01
471,Al Wood,1982,1983,2,105,2514,486,1016,18,68,197,252,125,326,181,77,44,171,262,1187,.478,.265,.782,23.9,11.3,3.1,1.7,woodal01
472,Randy Woods,1993,1995,3,143,1021,109,316,52,166,67,99,29,87,245,79,3,105,153,337,.345,.313,.677,7.1,2.4,0.6,1.7,woodsra01
473,Mike Woodson,1987,1988,2,154,4660,1056,2393,52,201,536,631,132,352,469,209,42,354,411,2700,.441,.259,.849,30.3,17.5,2.3,3.0,woodsmi01
474,Lorenzen Wright,1997,1999,3,194,5138,596,1293,1,7,310,481,528,1438,137,129,183,208,610,1503,.461,.143,.644,26.5,7.7,7.4,0.7,wrighlo02
475,Moses Wright,2022,2022,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1.0,0.0,0.0,1.0,wrighmo01
476,Danny Young,1992,1992,1,44,889,84,215,20,60,47,53,16,66,152,40,4,42,47,235,.391,.333,.887,20.2,5.3,1.5,3.5,youngda01
477,Michael Young,1990,1990,1,45,459,92,194,8,26,27,38,36,86,24,25,3,15,47,219,.474,.308,.711,10.2,4.9,1.9,0.5,youngmi01
478,Nick Young,2012,2012,1,22,518,76,193,30,85,32,39,11,36,10,14,6,24,51,214,.394,.353,.821,23.5,9.7,1.6,0.5,youngni01
479,Wang Zhizhi,2003,2004,2,43,421,62,163,16,47,46,62,26,81,10,8,11,31,41,186,.380,.340,.742,9.8,4.3,1.9,0.2,zhizhwa01
480,Ivica Zubac,2019,2023,5,322,7481,1229,1974,1,8,634,862,900,2662,407,115,327,410,841,3093,.623,.125,.735,23.2,9.6,8.3,1.3,zubaciv01
